거래금액,거래유형,건축년도,년,법정동,아파트,월,일,전용면적,중개사소재지,지번,지역코드,층,해제사유발생일,해제여부,시군구명,시도명
"171,000",중개거래,2001,2021,송파동,송파삼성래미안아파트,12,4,87.98,"서울 금천구, 서울 송파구",162,11710,12,,,송파구,서울특별시
"121,500",중개거래,1997,2021,송파동,현대,12,4,59.91,서울 송파구,163-14,11710,10,,,송파구,서울특별시
"173,000",중개거래,2001,2021,송파동,송파삼성래미안아파트,12,21,87.98,서울 송파구,162,11710,11,,,송파구,서울특별시
"28,800",중개거래,2015,2021,석촌동,석촌호수효성해링턴타워,12,4,15.8307,서울 송파구,24-3,11710,13,,,송파구,서울특별시
"226,000",중개거래,2018,2021,가락동,헬리오시티,12,4,84.99,서울 송파구,913,11710,6,,,송파구,서울특별시
"229,000",중개거래,2018,2021,가락동,헬리오시티,12,4,84.99,서울 송파구,913,11710,16,,,송파구,서울특별시
"136,500",중개거래,1991,2021,가락동,현대(60동),12,7,82.16,서울 송파구,161-1,11710,8,,,송파구,서울특별시
"127,000",중개거래,2018,2021,가락동,헬리오시티,12,12,39.17,서울 송파구,913,11710,18,,,송파구,서울특별시
"222,500",중개거래,2018,2021,가락동,헬리오시티,12,15,84.95,"서울 강서구, 서울 송파구",913,11710,29,,,송파구,서울특별시
"145,000",중개거래,1993,2021,가락동,한신1,12,15,84.53,서울 송파구,102,11710,10,,,송파구,서울특별시
"86,000",중개거래,2002,2021,가락동,주성파크빌,12,17,84.9,서울 송파구,169-13,11710,4,,,송파구,서울특별시
"172,000",중개거래,1984,2021,가락동,삼환,12,18,121.04,서울 송파구,176,11710,9,,,송파구,서울특별시
"75,000",중개거래,1989,2021,문정동,문정시영,12,1,35.46,서울 송파구,145,11710,13,,,송파구,서울특별시
"86,800",중개거래,1989,2021,문정동,문정시영,12,10,39.69,서울 송파구,145,11710,6,,,송파구,서울특별시
"185,000",중개거래,2004,2021,문정동,문정래미안,12,18,120.97,"서울 강동구, 서울 송파구",1,11710,15,,,송파구,서울특별시
"193,200",중개거래,1988,2021,문정동,올림픽훼밀리타운,12,22,84.705,서울 송파구,150,11710,10,,,송파구,서울특별시
"60,000",중개거래,1989,2021,문정동,문정시영,12,23,25.65,서울 송파구,145,11710,2,,,송파구,서울특별시
"114,000",중개거래,2013,2021,장지동,송파더센트레,12,2,51.96,서울 송파구,879,11710,3,,,송파구,서울특별시
"131,500",중개거래,2007,2021,장지동,송파파인타운9단지,12,10,59.95,"서울 강남구, 서울 송파구",843,11710,10,,,송파구,서울특별시
"107,500",중개거래,2013,2021,장지동,송파더센트레,12,12,51.77,경기 성남수정구,879,11710,2,,,송파구,서울특별시
"118,700",중개거래,2013,2021,장지동,위례24단지(꿈에그린),12,14,59.96,서울 송파구,901,11710,1,,,송파구,서울특별시
"168,000",중개거래,2016,2021,장지동,위례중앙푸르지오1단지,12,31,84.4323,서울 송파구,897,11710,5,,,송파구,서울특별시
"200,000",중개거래,2006,2021,방이동,한승,12,3,190.52,서울 송파구,168,11710,3,,,송파구,서울특별시
"34,800",중개거래,2018,2021,방이동,동광팰리스,12,16,22.57,서울 송파구,50-10,11710,10,,,송파구,서울특별시
"120,000",중개거래,1988,2021,오금동,상아2차아파트,12,4,60,서울 송파구,165,11710,11,,,송파구,서울특별시
"180,000",직거래,1984,2021,오금동,현대(2-4차),12,7,84.98,,43,11710,8,,,송파구,서울특별시
"120,000",직거래,2018,2021,오금동,송파레미니스2단지,12,20,84.82,,617,11710,15,,,송파구,서울특별시
"145,000",중개거래,2009,2021,오금동,올림픽파크센트레빌,12,21,84.6819,서울 송파구,615,11710,15,,,송파구,서울특별시
"56,800",중개거래,2003,2021,오금동,아키스,12,22,61.82,서울 송파구,80-14,11710,7,,,송파구,서울특별시
"182,000",중개거래,1988,2021,오금동,대림,12,24,125.79,서울 송파구,2,11710,5,,,송파구,서울특별시
"98,000",중개거래,1997,2021,거여동,거여4단지,12,3,59.73,서울 송파구,293,11710,12,,,송파구,서울특별시
"91,000",중개거래,1997,2021,거여동,거여4단지,12,16,49.8,서울 송파구,293,11710,1,,,송파구,서울특별시
"96,000",중개거래,1997,2021,거여동,거여4단지,12,17,49.8,"서울 강남구, 서울 송파구",293,11710,4,,,송파구,서울특별시
"136,700",중개거래,2020,2021,거여동,e편한세상송파파크센트럴,12,24,59.93,"서울 강남구, 서울 마포구",696,11710,5,,,송파구,서울특별시
"45,000",직거래,2015,2021,마천동,한주리버뷰,12,3,57.61,,22-1,11710,4,,,송파구,서울특별시
"44,400",직거래,2015,2021,마천동,한주리버뷰,12,3,63.24,,22-1,11710,10,,,송파구,서울특별시
"44,400",직거래,2015,2021,마천동,한주리버뷰,12,3,63.24,,22-1,11710,10,,,송파구,서울특별시
"45,000",직거래,2015,2021,마천동,한주리버뷰,12,3,57.61,,22-1,11710,5,,,송파구,서울특별시
"45,000",직거래,2015,2021,마천동,한주리버뷰,12,3,57.61,,22-1,11710,6,,,송파구,서울특별시
"30,000",직거래,2015,2021,마천동,한주리버뷰,12,3,57.61,,22-1,11710,7,,,송파구,서울특별시
"30,000",직거래,2015,2021,마천동,한주리버뷰,12,3,57.61,,22-1,11710,7,,,송파구,서울특별시
"52,000",직거래,2015,2021,마천동,한주리버뷰,12,3,64.32,,22-1,11710,8,,,송파구,서울특별시
"30,000",직거래,2015,2021,마천동,한주리버뷰,12,3,57.61,,22-1,11710,8,,,송파구,서울특별시
"51,000",직거래,2017,2021,마천동,대성골드클래스,12,13,28.96,,50,11710,9,,,송파구,서울특별시
"118,000",중개거래,1998,2021,마천동,마천동금호타운1,12,14,84.79,서울 송파구,304,11710,1,,,송파구,서울특별시
"93,000",중개거래,1998,2021,마천동,마천동금호타운1,12,23,59.93,서울 송파구,304,11710,5,,,송파구,서울특별시
"149,000",중개거래,1988,2021,신정동,목동신시가지11,12,1,66.24,서울 양천구,325,11470,7,,,양천구,서울특별시
"207,500",중개거래,1987,2021,신정동,목동신시가지10,12,1,105.58,서울 양천구,311,11470,12,,,양천구,서울특별시
"137,000",중개거래,1996,2021,신정동,목동삼성,12,4,84.77,서울 양천구,1278,11470,11,,,양천구,서울특별시
"100,000",직거래,1987,2021,신정동,목동신시가지13,12,4,70.73,,327,11470,11,,,양천구,서울특별시
"100,000",직거래,1987,2021,신정동,목동신시가지13,12,4,70.73,,327,11470,11,21.12.08,O,양천구,서울특별시
"61,500",중개거래,2001,2021,신정동,푸른마을2,12,8,49.16,서울 양천구,1281,11470,3,,,양천구,서울특별시
"155,000",중개거래,1997,2021,신정동,목동현대3차,12,9,84.77,"서울 성북구, 서울 양천구",1279,11470,16,,,양천구,서울특별시
"70,000",직거래,2001,2021,신정동,푸른마을3,12,11,59.91,,1283,11470,13,,,양천구,서울특별시
"280,000",중개거래,1987,2021,신정동,목동신시가지9,12,13,156.84,서울 양천구,312,11470,5,,,양천구,서울특별시
"80,000",중개거래,2000,2021,신정동,신트리4,12,14,59.73,서울 양천구,1277,11470,10,,,양천구,서울특별시
"57,700",중개거래,2002,2021,신정동,심미,12,15,81.88,서울 양천구,916-15,11470,5,,,양천구,서울특별시
"105,000",중개거래,2001,2021,신정동,목동2삼성래미안,12,17,59.92,서울 양천구,1295,11470,6,,,양천구,서울특별시
"161,500",중개거래,1987,2021,신정동,목동신시가지9,12,17,71.37,서울 양천구,312,11470,12,,,양천구,서울특별시
"61,000",중개거래,2000,2021,신정동,학마을1단지,12,17,49.98,서울 양천구,1293,11470,3,,,양천구,서울특별시
"64,000",중개거래,2003,2021,신정동,일진아이윌,12,18,69.657,서울 양천구,1218-1,11470,3,,,양천구,서울특별시
"188,000",중개거래,2003,2021,신정동,삼성쉐르빌,12,18,154.71,"경기 고양일산동구, 서울 양천구",318-10,11470,8,,,양천구,서울특별시
"200,500",중개거래,1987,2021,신정동,목동신시가지10,12,20,105.58,서울 양천구,311,11470,4,,,양천구,서울특별시
"150,000",중개거래,2016,2021,신정동,목동힐스테이트,12,24,59.95,서울 양천구,1323,11470,7,,,양천구,서울특별시
"185,500",중개거래,1987,2021,신정동,목동신시가지14,12,28,108.28,서울 양천구,329,11470,12,,,양천구,서울특별시
"341,500",중개거래,2009,2021,목동,트라팰리스웨스턴에비뉴,12,2,177.48,서울 양천구,962,11470,35,,,양천구,서울특별시
"260,000",중개거래,2009,2021,목동,트라팰리스웨스턴에비뉴,12,2,127.65,서울 양천구,962,11470,21,,,양천구,서울특별시
"115,000",중개거래,2005,2021,목동,목동두산위브,12,4,112.209,서울 양천구,953,11470,6,,,양천구,서울특별시
"146,500",중개거래,1986,2021,목동,목동신시가지6,12,7,47.94,서울 양천구,911,11470,12,,,양천구,서울특별시
"108,000",중개거래,2002,2021,목동,목동금호베스트빌,12,8,96.83,서울 양천구,549,11470,4,21.12.27,O,양천구,서울특별시
"147,000",중개거래,1986,2021,목동,목동신시가지6,12,8,47.94,"서울 양천구, 서울 영등포구",911,11470,9,,,양천구,서울특별시
"162,000",중개거래,2005,2021,목동,롯데캐슬위너,12,10,127.65,서울 강서구,956,11470,11,,,양천구,서울특별시
"154,500",중개거래,2005,2021,목동,롯데캐슬위너,12,10,114.75,서울 양천구,956,11470,5,,,양천구,서울특별시
"39,000",중개거래,2016,2021,목동,CG아름채목동아파트,12,13,39.201,서울 양천구,555-4,11470,7,,,양천구,서울특별시
"235,000",중개거래,1986,2021,목동,목동신시가지5,12,15,93.18,서울 양천구,912,11470,1,,,양천구,서울특별시
"125,000",중개거래,2019,2021,목동,목동롯데캐슬마에스트로,12,16,59.9846,서울 양천구,965,11470,7,,,양천구,서울특별시
"115,000",중개거래,2002,2021,목동,금강에스쁘아,12,18,82.615,서울 양천구,753-1,11470,11,,,양천구,서울특별시
"108,000",중개거래,2002,2021,목동,목동금호베스트빌,12,24,125.37,서울 양천구,549,11470,1,,,양천구,서울특별시
"139,000",중개거래,2004,2021,목동,목동2차아이파크,12,25,84.85,서울 양천구,758-2,11470,5,,,양천구,서울특별시
"108,000",중개거래,2002,2021,목동,목동금호베스트빌,12,27,96.83,서울 양천구,549,11470,4,,,양천구,서울특별시
"132,000",중개거래,1999,2021,목동,진도2,12,28,59.46,서울 양천구,936,11470,8,,,양천구,서울특별시
"107,000",중개거래,1996,2021,목동,동도빌라트,12,28,143.52,서울 양천구,806-25,11470,8,,,양천구,서울특별시
"64,500",중개거래,1992,2021,목동,신목,12,30,74.64,서울 양천구,764-4,11470,1,,,양천구,서울특별시
"50,000",중개거래,2006,2021,신월동,아름다운세상,12,3,74.73,"서울 강서구, 서울 양천구",1038,11470,5,,,양천구,서울특별시
"44,000",중개거래,2001,2021,신월동,해주,12,3,59.59,서울 양천구,217-8,11470,12,,,양천구,서울특별시
"28,700",중개거래,2019,2021,신월동,양천홈타운1차,12,4,40.1,서울 양천구,456-1,11470,4,,,양천구,서울특별시
"133,000",중개거래,2020,2021,신월동,목동센트럴아이파크위브1단지,12,11,84.98,서울 양천구,1075,11470,9,,,양천구,서울특별시
"39,500",중개거래,2004,2021,신월동,예지보금자리,12,11,71.87,서울 양천구,1001-6,11470,6,,,양천구,서울특별시
"61,800",중개거래,1998,2021,신월동,성우,12,13,84.98,서울 양천구,429-1,11470,12,,,양천구,서울특별시
"110,500",중개거래,2020,2021,신월동,목동센트럴아이파크위브2단지,12,13,59.97,서울 양천구,1076,11470,20,,,양천구,서울특별시
"54,800",중개거래,2005,2021,신월동,신월6차보람,12,15,59.232,서울 양천구,125,11470,14,,,양천구,서울특별시
"54,800",중개거래,2005,2021,신월동,신월6차보람,12,15,59.232,서울 양천구,125,11470,14,22.01.06,O,양천구,서울특별시
"25,000",중개거래,1999,2021,신월동,태헌(신월프라자),12,16,56.97,"서울 강서구, 서울 양천구",128,11470,6,,,양천구,서울특별시
"54,000",중개거래,2003,2021,신월동,보람쉬움1,12,24,58.15,서울 양천구,416-1,11470,3,,,양천구,서울특별시
"94,500",중개거래,2012,2021,신월동,신정두산위브,12,24,59.78,서울 양천구,1055,11470,7,,,양천구,서울특별시
"91,000",중개거래,2009,2021,신월동,수명산SKVIEW,12,25,127.89,"서울 강서구, 서울 양천구",1053,11470,8,,,양천구,서울특별시
"60,000",중개거래,2009,2021,신월동,상진지오벨리,12,30,84.98,"서울 강서구, 서울 양천구",1059,11470,4,,,양천구,서울특별시
"44,000",중개거래,2021,2021,영등포동,라르파크,12,4,30.3116,서울 영등포구,651,11560,5,,,영등포구,서울특별시
"125,000",중개거래,2002,2021,영등포동,영등포푸르지오,12,11,79.777,서울 영등포구,647,11560,20,,,영등포구,서울특별시
"115,800",중개거래,2002,2021,영등포동,영등포푸르지오,12,18,59.912,서울 영등포구,647,11560,20,,,영등포구,서울특별시
"115,000",중개거래,2002,2021,영등포동,영등포푸르지오,12,18,59.912,서울 영등포구,647,11560,21,,,영등포구,서울특별시
"102,000",직거래,2002,2021,영등포동,영등포푸르지오,12,24,73.133,,647,11560,19,,,영등포구,서울특별시
"136,500",중개거래,2002,2021,영등포동,영등포푸르지오,12,28,84.84,서울 영등포구,647,11560,5,,,영등포구,서울특별시
"13,000",직거래,2013,2021,영등포동1가,여의도시티아이,12,1,12.59,,113-1,11560,12,,,영등포구,서울특별시
"13,800",직거래,2012,2021,영등포동1가,내이처해밀,12,15,14.89,,145,11560,11,,,영등포구,서울특별시
"10,750",중개거래,2011,2021,영등포동1가,헤렌어반,12,28,12.988,서울 영등포구,144,11560,4,,,영등포구,서울특별시
"15,000",직거래,2013,2021,영등포동2가,이지리움S,12,31,12.4,,28-117,11560,4,,,영등포구,서울특별시
"12,500",직거래,2014,2021,영등포동3가,포레스트힐시티,12,23,13.53,,19-2,11560,12,,,영등포구,서울특별시
"11,500",중개거래,2014,2021,영등포동3가,포레스트힐시티,12,23,13.53,서울 구로구,19-2,11560,13,,,영등포구,서울특별시
"14,000",중개거래,2012,2021,영등포동4가,영등포그랑그루,12,20,12.1,서울 영등포구,103,11560,10,,,영등포구,서울특별시
"14,000",중개거래,2012,2021,영등포동4가,영등포그랑그루,12,20,12.1,서울 영등포구,103,11560,12,,,영등포구,서울특별시
"13,000",중개거래,2012,2021,영등포동4가,영등포그랑그루,12,24,12.1,"서울 구로구, 서울 영등포구",103,11560,12,,,영등포구,서울특별시
"410,000",중개거래,2003,2021,여의도동,대우트럼프월드II,12,1,233.92,서울 영등포구,48,11560,34,22.02.11,O,영등포구,서울특별시
"265,000",중개거래,2008,2021,여의도동,여의도자이,12,8,148.94,서울 영등포구,47,11560,20,,,영등포구,서울특별시
"405,000",중개거래,1976,2021,여의도동,서울,12,10,139.31,"서울 강남구, 서울 영등포구",21-1,11560,4,,,영등포구,서울특별시
"205,000",중개거래,1974,2021,여의도동,은하,12,22,121.51,서울 영등포구,52,11560,5,,,영등포구,서울특별시
"122,000",중개거래,1997,2021,당산동1가,진로,12,20,84.87,서울 영등포구,16-1,11560,20,,,영등포구,서울특별시
"122,000",중개거래,1994,2021,당산동2가,당산2가현대홈타운,12,29,82.77,서울 영등포구,164,11560,3,,,영등포구,서울특별시
"105,000",중개거래,1988,2021,당산동4가,당산현대3차,12,4,59.26,서울 영등포구,88,11560,9,,,영등포구,서울특별시
"122,000",중개거래,1988,2021,당산동4가,당산현대3차,12,29,84.5,"서울 서대문구, 서울 영등포구",88,11560,5,,,영등포구,서울특별시
"183,000",중개거래,2003,2021,당산동5가,당산삼성래미안4차,12,2,115.78,서울 영등포구,42,11560,11,,,영등포구,서울특별시
"150,000",중개거래,2020,2021,당산동5가,당산센트럴아이파크,12,5,59.98,서울 영등포구,43,11560,9,,,영등포구,서울특별시
"17,000",중개거래,2012,2021,당산동6가,유탑유블레스,12,6,13.7067,서울 영등포구,336-4,11560,9,,,영등포구,서울특별시
"129,500",중개거래,2002,2021,당산동,강변래미안,12,10,79.05,서울 영등포구,376,11560,5,,,영등포구,서울특별시
"15,000",직거래,2015,2021,당산동,리버뷰,12,13,15.05,,121-130,11560,11,,,영등포구,서울특별시
"55,000",중개거래,2003,2021,당산동,칸리버팰리스,12,21,84.78,서울 영등포구,121-140,11560,2,,,영등포구,서울특별시
"67,000",중개거래,2007,2021,당산동,성재I캐슬2차,12,23,80.43,서울 영등포구,121-134,11560,6,,,영등포구,서울특별시
"15,300",직거래,2015,2021,당산동,리버뷰,12,28,15.54,,121-130,11560,12,,,영등포구,서울특별시
"15,300",직거래,2015,2021,당산동,리버뷰,12,28,15.54,,121-130,11560,13,,,영등포구,서울특별시
"99,500",중개거래,1988,2021,문래동3가,문래공원한신,12,11,58.96,서울 영등포구,77-2,11560,11,,,영등포구,서울특별시
"173,000",중개거래,2003,2021,문래동3가,문래힐스테이트,12,11,119.47,서울 영등포구,94,11560,21,,,영등포구,서울특별시
"170,000",중개거래,2003,2021,문래동3가,문래힐스테이트,12,29,137.82,서울 영등포구,94,11560,4,,,영등포구,서울특별시
"100,500",중개거래,2008,2021,문래동4가,리버뷰신안인스빌2단지,12,20,84.995,서울 영등포구,68,11560,11,,,영등포구,서울특별시
"96,000",중개거래,1987,2021,문래동6가,현대2차,12,18,79.72,서울 영등포구,45,11560,8,,,영등포구,서울특별시
"81,000",중개거래,1987,2021,문래동6가,현대2차,12,27,59.85,서울 영등포구,45,11560,12,,,영등포구,서울특별시
"61,650",직거래,1998,2021,문래동6가,대원,12,29,84.78,,47-1,11560,3,,,영등포구,서울특별시
"93,900",중개거래,1991,2021,양평동3가,현대3차,12,11,84.7,경기 용인수지구,79,11560,1,,,영등포구,서울특별시
"90,000",직거래,1996,2021,양평동5가,양평한신,12,9,59.94,,76,11560,2,,,영등포구,서울특별시
"105,000",중개거래,1998,2021,양평동5가,동보,12,23,84.48,서울 영등포구,9-1,11560,15,,,영등포구,서울특별시
"90,000",중개거래,1996,2021,양평동5가,양평한신,12,23,59.94,서울 영등포구,76,11560,5,,,영등포구,서울특별시
"95,000",중개거래,1998,2021,양평동5가,동보,12,31,84.48,서울 영등포구,9-1,11560,10,,,영등포구,서울특별시
"95,000",중개거래,1998,2021,양평동5가,동보,12,31,84.48,서울 영등포구,9-1,11560,10,22.01.25,O,영등포구,서울특별시
"95,000",중개거래,1999,2021,양평동6가,한솔,12,30,114.12,서울 영등포구,99,11560,4,,,영등포구,서울특별시
"113,500",중개거래,1997,2021,신길동,한성,12,10,84.98,서울 영등포구,769-1,11560,7,,,영등포구,서울특별시
"95,500",중개거래,1986,2021,신길동,우성1,12,11,64.4,서울 영등포구,365,11560,4,,,영등포구,서울특별시
"95,500",중개거래,1986,2021,신길동,우성1,12,11,64.4,서울 영등포구,365,11560,4,22.02.16,O,영등포구,서울특별시
"124,000",중개거래,2015,2021,신길동,래미안영등포프레비뉴,12,14,59.99,"서울 서초구, 서울 영등포구",4945,11560,4,,,영등포구,서울특별시
"124,000",중개거래,2015,2021,신길동,래미안영등포프레비뉴,12,14,59.99,"서울 서초구, 서울 영등포구",4945,11560,4,22.01.10,O,영등포구,서울특별시
"136,000",중개거래,2021,2021,신길동,신길센트럴자이아파트,12,15,59.98,서울 영등포구,4964,11560,19,,,영등포구,서울특별시
"132,000",중개거래,2017,2021,신길동,래미안에스티움,12,18,59.95,서울 영등포구,4950,11560,20,,,영등포구,서울특별시
"77,000",중개거래,1977,2021,신길동,남서울,12,19,41.62,"서울 마포구, 서울 영등포구",3002,11560,4,,,영등포구,서울특별시
"149,000",중개거래,2021,2021,신길동,신길센트럴자이아파트,12,27,75.87,서울 영등포구,4964,11560,5,,,영등포구,서울특별시
"10,300",중개거래,2013,2021,신길동,신길레전드힐스,12,29,13.74,서울 영등포구,261-22,11560,11,,,영등포구,서울특별시
"13,000",중개거래,2013,2021,신길동,프리가,12,29,13.66,서울 영등포구,65-21,11560,5,,,영등포구,서울특별시
"11,000",직거래,2012,2021,신길동,여의도리버뷰,12,30,12.96,,4942,11560,5,,,영등포구,서울특별시
"11,000",직거래,2013,2021,대림동,쌍용플래티넘S,12,1,18.24,,717,11560,7,,,영등포구,서울특별시
"68,500",중개거래,1992,2021,대림동,우성2,12,3,79.91,서울 영등포구,695,11560,5,,,영등포구,서울특별시
"87,500",중개거래,1992,2021,대림동,현대1,12,4,84.75,서울 영등포구,785-1,11560,3,,,영등포구,서울특별시
"10,900",중개거래,2013,2021,대림동,쌍용플래티넘S,12,15,18.24,서울 영등포구,717,11560,5,,,영등포구,서울특별시
"10,500",중개거래,2012,2021,대림동,(1101-1),12,22,14.46,서울 동작구,1101-1,11560,5,,,영등포구,서울특별시
"12,200",직거래,2013,2021,대림동,쌍용플래티넘S,12,28,18.24,,717,11560,9,,,영등포구,서울특별시
"69,000",중개거래,1985,2021,대림동,우성1,12,29,62.37,서울 영등포구,696,11560,1,,,영등포구,서울특별시
"10,500",중개거래,2012,2021,대림동,(1101-1),12,31,13.9,서울 영등포구,1101-1,11560,6,,,영등포구,서울특별시
"92,000",중개거래,2001,2021,산천동,한강타운,12,3,59.69,서울 마포구,204,11170,5,,,용산구,서울특별시
"120,000",중개거래,2001,2021,산천동,리버힐삼성,12,4,59.55,서울 용산구,193,11170,6,,,용산구,서울특별시
"150,500",중개거래,2019,2021,효창동,용산롯데캐슬센터포레,12,9,59.8677,서울 용산구,287,11170,5,,,용산구,서울특별시
"70,000",직거래,2001,2021,도원동,삼성래미안,12,15,59.94,,23,11170,12,,,용산구,서울특별시
"145,000",중개거래,2011,2021,용문동,브라운스톤,12,17,84.76,서울 용산구,90,11170,10,,,용산구,서울특별시
"19,900",중개거래,2013,2021,문배동,용산큐브,12,4,13.01,서울 용산구,24-4,11170,18,,,용산구,서울특별시
"220,000",중개거래,2010,2021,문배동,리첸시아용산B,12,10,145.78,서울 용산구,40-31,11170,23,,,용산구,서울특별시
"20,000",직거래,2013,2021,문배동,용산큐브,12,19,13.01,,24-4,11170,15,21.12.24,O,용산구,서울특별시
"17,600",직거래,2013,2021,문배동,용산큐브,12,27,13.01,,24-4,11170,20,,,용산구,서울특별시
"19,300",중개거래,2013,2021,문배동,용산큐브,12,30,13.01,경기 부천시,24-4,11170,15,,,용산구,서울특별시
"70,000",직거래,2021,2021,한강로1가,센트럴파크,12,30,27.82,,216-11,11170,6,,,용산구,서울특별시
"69,900",중개거래,2021,2021,한강로1가,센트럴파크,12,30,29.84,서울 용산구,216-11,11170,3,,,용산구,서울특별시
"310,000",중개거래,2009,2021,용산동5가,용산파크타워(24-0),12,14,134.02,서울 용산구,24,11170,14,,,용산구,서울특별시
"330,000",중개거래,2009,2021,용산동5가,용산파크타워(24-0),12,18,124.8,서울 용산구,24,11170,36,,,용산구,서울특별시
"300,000",중개거래,2004,2021,한강로3가,한강대우트럼프월드3,12,8,159.77,서울 중구,65-230,11170,20,,,용산구,서울특별시
"189,000",중개거래,1998,2021,이촌동,한가람,12,13,59.88,서울 용산구,404,11170,10,,,용산구,서울특별시
"445,000",중개거래,1971,2021,이촌동,한강맨숀,12,15,120.33,서울 용산구,300-23,11170,3,,,용산구,서울특별시
"400,000",중개거래,2008,2021,이태원동,준아트빌,12,29,228.02,"서울 서초구, 서울 용산구",124-1,11170,14,,,용산구,서울특별시
"370,000",중개거래,2002,2021,한남동,현대하이페리온,12,1,197.22,서울 용산구,805,11170,12,,,용산구,서울특별시
"900,000",중개거래,2019,2021,한남동,나인원한남,12,2,244.3478,서울 용산구,829,11170,2,,,용산구,서울특별시
"1,200,000",직거래,2020,2021,한남동,파르크한남,12,13,268.95,,410,11170,2,,,용산구,서울특별시
"80,000",중개거래,2004,2021,한남동,한남동리첸시아,12,15,37.53,서울 용산구,72-1,11170,11,,,용산구,서울특별시
"59,500",중개거래,1974,2021,한남동,한성1,12,15,32.17,서울 용산구,29-4,11170,5,,,용산구,서울특별시
"270,000",중개거래,2011,2021,한남동,한남더힐,12,22,59.686,서울 용산구,810,11170,2,,,용산구,서울특별시
"40,000",중개거래,1974,2021,한남동,한성1,12,28,24.76,서울 용산구,29-4,11170,-1,,,용산구,서울특별시
"79,000",중개거래,2003,2021,수색동,대림한숲(DMC이편한세상),12,4,59.895,서울 은평구,415-1,11380,7,,,은평구,서울특별시
"85,000",중개거래,2003,2021,수색동,대림한숲(DMC이편한세상),12,6,84.951,서울 은평구,415-1,11380,1,,,은평구,서울특별시
"103,000",중개거래,2021,2021,수색동,DMC롯데캐슬더퍼스트,12,9,59.96,서울 은평구,417,11380,7,,,은평구,서울특별시
"90,000",직거래,2003,2021,수색동,대림한숲(DMC이편한세상),12,25,114.18,,415-1,11380,14,,,은평구,서울특별시
"126,000",중개거래,2019,2021,녹번동,힐스테이트녹번,12,5,84.898,서울 은평구,282,11380,8,,,은평구,서울특별시
"145,000",중개거래,2019,2021,녹번동,힐스테이트녹번,12,7,84.898,"서울 서초구, 서울 은평구",282,11380,16,,,은평구,서울특별시
"85,000",중개거래,2001,2021,녹번동,녹번2현대,12,9,84.94,서울 은평구,278-1,11380,11,,,은평구,서울특별시
"109,000",직거래,2019,2021,녹번동,힐스테이트녹번,12,23,59.938,,282,11380,13,,,은평구,서울특별시
"147,000",중개거래,2015,2021,녹번동,북한산푸르지오,12,28,114.98,서울 은평구,281,11380,12,,,은평구,서울특별시
"65,900",직거래,2021,2021,불광동,연신내역트리플라101동,12,4,36.61,,484-63,11380,11,,,은평구,서울특별시
"95,000",중개거래,1988,2021,불광동,라이프미성,12,5,84.65,서울 은평구,248,11380,3,,,은평구,서울특별시
"81,000",중개거래,2009,2021,불광동,북한산힐스테이트1차아파트,12,9,59.817,서울 은평구,635,11380,8,,,은평구,서울특별시
"74,000",직거래,1988,2021,불광동,라이프미성,12,12,125.75,,248,11380,6,,,은평구,서울특별시
"81,000",직거래,1988,2021,불광동,라이프미성,12,15,66.7,,248,11380,13,,,은평구,서울특별시
"19,400",중개거래,2016,2021,불광동,정익제이원5차,12,24,16.07,서울 은평구,486-14,11380,13,,,은평구,서울특별시
"22,500",직거래,2021,2021,불광동,효민아크로뷰,12,30,15.09,,484-73,11380,16,,,은평구,서울특별시
"40,500",직거래,2021,2021,불광동,연신내역트리플라101동,12,31,22.67,,484-63,11380,13,,,은평구,서울특별시
"50,500",중개거래,2017,2021,갈현동,베로니스,12,10,52.1,경기 성남수정구,468-5,11380,6,,,은평구,서울특별시
"42,500",중개거래,2001,2021,갈현동,갈현건영,12,11,59.99,서울 은평구,541-1,11380,1,,,은평구,서울특별시
"89,950",중개거래,2004,2021,구산동,경남아너스빌,12,4,122.77,서울 은평구,224,11380,11,,,은평구,서울특별시
"52,500",중개거래,2009,2021,구산동,구산그린빌,12,9,59.5,서울 은평구,226,11380,3,,,은평구,서울특별시
"68,000",중개거래,2004,2021,구산동,갈현1단지e-편한세상,12,11,84.618,서울 은평구,547,11380,4,,,은평구,서울특별시
"43,700",직거래,2021,2021,구산동,벨뷰아파트,12,18,48.84,,321-28,11380,2,,,은평구,서울특별시
"48,100",직거래,2004,2021,구산동,경남아너스빌,12,29,122.77,,224,11380,16,,,은평구,서울특별시
"31,500",직거래,2021,2021,대조동,대경아르체아파트,12,8,25.28,,26-14,11380,8,,,은평구,서울특별시
"41,000",직거래,2021,2021,대조동,대경아르체아파트,12,10,29.99,,26-14,11380,13,,,은평구,서울특별시
"45,000",직거래,2021,2021,대조동,대경아르체아파트,12,15,29.99,,26-14,11380,2,,,은평구,서울특별시
"15,500",직거래,2014,2021,대조동,주주베에이,12,16,12.25,,9-14,11380,11,,,은평구,서울특별시
"67,000",중개거래,1997,2021,대조동,삼성타운,12,17,59.4,서울 은평구,231,11380,16,,,은평구,서울특별시
"42,000",직거래,2021,2021,대조동,대경아르체아파트,12,20,29.99,,26-14,11380,8,,,은평구,서울특별시
"36,800",직거래,2021,2021,대조동,북한산포레스트,12,20,29.02,,179-16,11380,7,,,은평구,서울특별시
