ymd,Í∞ïÎÇ®Íµ?Í∞ïÎèôÍµ?Í∞ïÎ∂ÅÍµ?Í∞ïÏÑúÍµ?Í¥Ä?ÖÍµ¨,Í¥ëÏßÑÍµ?Íµ¨Î°úÍµ?Í∏àÏ≤úÍµ??∏ÏõêÍµ??ÑÎ¥âÍµ??ôÎ?Î¨∏Íµ¨,?ôÏûëÍµ?ÎßàÌè¨Íµ??úÎ?Î¨∏Íµ¨,?úÏ¥àÍµ??±ÎèôÍµ??±Î∂ÅÍµ??°ÌååÍµ??ëÏ≤úÍµ??ÅÎì±?¨Íµ¨,?©ÏÇ∞Íµ??Ä?âÍµ¨,Ï¢ÖÎ°úÍµ?Ï§ëÍµ¨,Ï§ëÎûëÍµ?,,,,,,,,,,,,,,,,,,
201705,4835.947367,2376.356478,1596.468535,2146.902137,1845.102624,2479.766491,1815.952063,1537.13411,1677.753703,1524.479481,2008.595827,2412.741177,2735.351416,2145.66374,4144.055614,2670.675952,1734.046186,3407.130599,2671.286741,2295.251548,3269.360026,1801.887376,2181.78275,2458.727033,1575.969495
201706,4624.004958,2365.932599,1756.059477,2130.833211,1819.076936,2523.718383,1811.551866,1513.5237,1718.390024,1517.613539,2002.477506,2406.428384,2737.757058,2172.030079,4165.28711,2588.584535,1830.970407,3169.78085,2529.356797,2332.079412,3217.508567,1812.594425,2261.89625,2504.762741,1622.535709
201707,4911.734049,2556.587671,1725.365249,2191.812774,1925.82411,2668.366116,1836.977228,1551.930071,1749.734857,1545.058314,2009.106678,2488.704145,2812.776069,2202.602075,4363.374786,2674.506624,1866.888403,3485.806229,2687.268325,2357.889087,3247.217297,1834.96249,2153.625296,2388.468856,1650.644509
201708,4564.422196,2473.924257,1683.645627,2091.034391,1942.94093,2634.970651,1813.939748,1619.39298,1751.658453,1473.688997,2288.955609,2510.917885,2761.539739,2233.06659,3904.557775,2660.98127,1873.566544,3260.384306,2254.181136,2315.024197,3263.431469,1782.847745,2269.410041,2465.398925,1651.04208
201709,4749.410877,2562.679888,1764.597491,2240.749452,2012.720938,2612.576963,1841.324883,1686.575255,1772.219616,1536.528431,2073.666621,2534.161602,2831.013053,2314.119622,4161.25339,2884.309946,1897.448344,3778.407321,2459.371069,2453.225158,3806.947956,1902.813079,2459.621899,2713.931875,1669.314704
201710,4831.66072,2568.547429,1786.964993,2306.194016,1955.603297,2780.476858,1877.461247,1545.238585,1806.285067,1533.433102,2060.77155,2600.449846,2849.123522,2359.81962,4220.532393,2848.856578,1854.753081,3628.267274,2691.819304,2466.451027,3458.843802,1901.595828,2364.283504,2648.976273,1628.103704
201711,5084.431379,2712.032077,1739.477349,2354.187979,1969.00992,2856.888022,1889.448005,1656.042585,1826.54503,1569.201762,2074.485489,2591.803796,2872.469557,2324.276046,4515.276723,2989.869812,1927.887815,3821.791112,3037.081664,2561.434135,3801.532097,2019.701241,2379.633837,2712.299565,1716.252539
201712,5162.270833,2715.010338,1953.180938,2344.011048,2025.948457,2895.461665,1944.136697,1745.939897,1876.524747,1603.095004,2158.087564,2681.157515,2886.567046,2404.617958,4360.953953,3061.869812,1891.680361,3718.412637,2774.016926,2633.137189,3622.567331,2047.252507,2390.787423,2700.652811,1741.29584
201801,5291.251762,2765.662433,1791.910924,2351.846875,2105.542983,2889.034058,1957.836033,1676.848407,1861.677322,1566.121956,2088.064265,2714.975516,3027.307235,2398.164301,4580.274083,3192.12823,1922.098585,3819.698083,2638.215223,2706.505836,3466.071613,2080.023927,2443.88913,2763.345308,1678.027278
201802,5169.732855,2723.936377,1821.112707,2369.704811,2093.391187,2931.325153,1957.553892,1644.223178,1862.584235,1607.386623,2070.862104,2802.386014,3056.923714,2322.984987,4487.292682,3250.723345,1942.679977,3780.142794,2393.541328,2605.300222,3479.856764,2056.504046,2428.254232,2880.528331,1717.476324
201803,5679.446628,2770.367567,1825.416412,2271.533914,2124.529711,2922.751332,1925.416125,1680.485941,1844.031351,1593.022957,2112.496144,2748.723193,3035.993686,2205.586995,4277.614919,3160.788813,1944.50636,3744.038659,2216.621574,2578.068375,3728.149684,2100.556163,2395.536817,2821.011316,1700.766851
201804,5470.720692,2968.397854,1819.266865,2308.003086,2059.897791,2906.949148,1912.66583,1779.928219,1826.283268,1563.215175,2184.48814,2727.512725,3122.37354,2303.033525,4367.211695,3263.749643,1962.176103,3623.31559,2217.420833,2677.73928,4021.4114,2007.343646,2345.639708,2894.31241,1698.691488
201805,5311.540163,2735.587276,1809.220097,2380.16249,2083.233604,2767.135855,1936.658081,1636.037212,1829.966767,1609.117072,2189.196663,2760.519955,3181.624254,2202.63653,4676.272099,3400.403272,1975.710998,3681.895326,2361.500117,2740.193385,3609.879958,2047.710854,2258.219543,2774.639617,1749.393864
201806,5330.106236,2714.827885,1885.355699,2351.772876,2148.168387,2878.68842,2005.275079,1768.976454,1856.302272,1639.931238,2364.267127,2927.554523,3119.539199,2406.507445,4978.819733,3331.031794,1953.725607,3906.749611,2571.30541,2760.862337,3718.783182,2017.669386,2510.936221,2879.21191,1754.256668
201807,5952.1115,2893.658123,1873.682582,2475.889351,2127.552162,3146.539662,2069.687805,1739.061412,1951.374538,1656.304935,2377.980995,3028.012601,3485.953508,2331.29062,5264.381968,3606.164439,2030.492288,4726.106036,3086.15834,2985.308407,4205.163127,2031.497143,2489.950482,3036.730038,1748.484745
201808,6176.663981,3034.954593,1889.052744,2546.059103,2156.526818,3441.065701,2002.345279,1728.522556,1905.955156,1619.074282,2579.680091,3179.687413,3638.377893,2631.586968,5637.843071,3715.292997,2031.604906,4272.872169,3166.272041,2977.223762,4263.900105,1993.524729,2546.164762,3034.253914,1814.595979
201809,5857.967328,3071.685002,1938.624384,2600.725013,2266.547401,3509.157574,1988.557668,1637.461974,1969.969469,1683.968179,2572.185786,3248.27208,3538.25236,2611.780299,5256.700672,3912.636699,2167.806834,4333.561021,2749.395734,3170.197194,4405.673153,2019.526721,2411.189183,3173.664768,1934.71357
201810,5714.136579,2912.363776,1975.163998,2546.527656,2424.620158,3344.731652,2005.982808,1762.960706,2112.984719,1743.317548,2446.104404,3161.184116,3617.076671,2448.232161,4600.942891,3815.900332,2244.667268,3578.257519,2582.981585,3049.840573,4591.550768,1998.283418,2449.235839,3015.390136,1974.784695
201811,5608.432412,2904.092635,2064.935912,2502.541886,2347.887869,3359.820558,2104.837504,1773.17815,2058.064795,1699.114344,2391.29459,3125.836775,3271.633631,2326.401468,5183.598208,3515.93588,2135.759284,3812.228212,2597.335347,2942.922859,4843.839785,2006.117155,2371.830257,2987.396963,1913.447141
201812,4941.371084,2748.589886,1956.831547,2252.609797,2391.978583,3043.695027,2040.957809,1955.386397,2059.490866,1733.23356,2535.089035,3114.76007,3286.746423,2732.988457,4450.610522,4038.863146,2268.3582,3855.946314,2495.465942,2898.129794,4356.991361,2036.859482,2400.062906,2991.23086,1973.247387
201901,5746.697773,3378.317016,1837.743415,2450.430125,2216.4248,2792.258828,1999.230981,1823.638144,1976.670277,1721.474996,2583.066139,2960.851391,3647.353614,2422.649883,4261.265073,3744.813719,2213.10753,4195.216885,2829.873314,2985.46943,5059.935401,2136.002154,2682.246657,2936.953283,1890.318912
201902,5723.33847,3005.663133,2088.239018,2469.599581,2379.477092,3069.075697,1987.740851,1711.657383,2022.709505,1727.08637,2585.658006,2873.687329,3838.873171,2486.14898,4975.981637,3978.938651,2188.626008,4455.212787,2771.559962,2953.067086,4984.275166,2142.840316,2695.664336,2948.262322,2007.834288
201903,6248.780475,2897.745834,1930.824736,2463.651308,2299.082239,3092.451756,2047.092608,1824.211045,2017.088398,1711.582338,2574.33708,2839.286397,3816.844453,2573.307598,5569.980912,3516.548173,2211.058058,5043.339589,2901.600602,3046.448023,4431.142298,2147.891184,2531.947287,2981.409441,1946.522593
201904,6388.559174,3102.409403,1971.544537,2497.404714,2335.498872,3314.33059,2019.992943,1755.722582,2033.163562,1752.466656,2674.918422,3305.154598,3613.982851,2593.032535,5478.07503,3813.462155,2222.958169,4679.537372,3128.234229,3375.563587,4565.446669,2106.046831,2632.431765,3288.429103,2066.145271
201905,6679.521867,3292.979387,2043.626551,2682.218094,2254.275137,3408.601464,2218.573609,2170.331825,2122.98104,1770.560237,2574.620364,3370.311588,3815.73089,2730.634853,5782.132361,3766.10754,2320.897336,4860.407266,3508.417064,3322.165341,5092.191447,2195.935799,2648.276976,3119.057987,2078.088575
201906,6667.656437,3346.146794,1984.30963,2713.084841,2564.708408,3524.480861,2184.975641,2034.457015,2244.805377,1828.204645,2809.580831,3454.44637,3968.03268,3008.710871,5987.348544,4104.538597,2314.703159,4786.492115,3834.252696,3635.174869,4786.585817,2180.638962,3002.355979,3202.715489,1984.904286
201907,6693.311749,3304.647253,2029.903104,2936.421256,2565.445905,3634.957292,2378.081936,2063.199968,2189.856881,1863.361576,2785.182278,3591.229942,4025.238841,3265.340379,5783.307668,4199.323077,2467.153944,4789.791099,3412.105485,3386.662367,4848.12133,2213.744138,3001.885385,3379.767938,2078.943838
201908,7119.32015,3474.106166,2107.93066,2745.094908,2595.505182,3681.624795,2481.315554,2217.716295,2215.356515,1869.062983,2882.88337,3528.07853,4050.732235,3084.541032,5895.608103,4125.549944,2453.618544,4776.518102,3156.694795,3317.571878,4842.505081,2380.983839,2731.994472,3424.069097,2115.971053
201909,7225.528847,3438.63197,2398.437797,2745.915362,2510.403128,3664.212829,2371.321877,2131.213923,2198.889555,1874.534073,2905.890971,3460.731956,3937.574963,3136.342224,6140.776279,3964.734228,2424.945577,4872.50613,3470.148543,3452.168127,4797.390819,2559.437241,3043.922665,3494.626918,2138.10694
201910,6835.139852,3374.747778,2414.400632,2926.537777,2628.623,3855.507213,2497.962177,2098.538779,2241.359336,1924.184346,2815.509459,3645.686701,4102.34403,2920.827621,6084.545194,4206.164682,2480.490621,4752.982344,3574.719494,3536.361163,4755.706738,2586.772139,3143.010006,3453.618951,2149.086423
201911,6944.514699,3494.908995,2382.959014,3028.191656,2612.391804,3942.503991,2519.806789,2148.072217,2339.534128,2008.958159,2838.057669,3711.752942,4222.888445,3233.726266,5956.007157,4166.493033,2599.734478,4988.049767,3608.076275,3468.926134,4730.917706,2585.050363,3100.68485,3507.087402,2199.800725
201912,6970.939765,3429.457084,2249.780281,2952.657645,2620.266846,3825.584465,2460.331646,2136.976252,2443.880853,2058.243145,2889.412693,3630.691186,4053.217935,3277.059307,5946.776165,4213.828913,2586.800597,4838.766603,3367.546134,3451.456505,4574.402272,2585.464976,2844.808937,3676.423069,2547.819246
202001,6159.570351,3358.265752,2266.266362,2857.192899,2651.371662,3766.662828,2433.506996,2220.291994,2431.247328,2049.756633,2800.594556,3534.690062,3812.628032,3070.839157,4685.323077,4286.224388,2499.871639,4626.765376,3030.839157,3437.79325,4656.758048,2559.607689,2726.688762,3273.867047,2170.26418
202002,7144.597201,3353.285006,2214.843768,3024.6215,2671.646507,3765.515754,2379.276325,2160.443126,2377.60977,2020.45018,2915.735759,3693.020337,3928.142973,2987.490182,5324.652661,4363.426741,2628.575662,4941.523854,3051.412928,3518.40816,4756.885108,2414.784542,2846.454287,3618.333482,2282.022097
202003,6644.644195,3362.29638,2281.57555,2862.008633,2619.846587,3642.640831,2320.057874,2241.755936,2386.696255,1969.125287,2902.675624,3622.285072,4009.722534,2938.794245,5343.470125,4391.028143,2604.279807,4630.163224,3020.138152,3598.00639,4814.51916,2386.427698,2765.050231,3339.558594,2312.887317
202004,6843.668822,3368.470437,2165.172353,2663.360183,2555.859929,3491.881157,2400.845206,2054.107143,2360.909688,1935.028103,3093.353599,3339.586242,3813.046971,2749.108901,6088.245329,4281.956786,2571.449306,5300.101597,3347.274904,3562.09138,4590.974873,2286.584627,2603.912952,3502.8395,2313.799265
202005,6381.474536,3629.638039,2363.770948,3013.405939,2678.877114,3627.5973,2408.225228,2146.607157,2434.191027,1913.246892,2904.539103,3756.533667,3866.981714,2982.345015,6290.985146,4267.98199,2581.490893,5357.33797,3488.600377,3704.384611,4897.59874,2419.576482,2923.607653,3600.70257,2488.939557
202006,7050.228028,3903.854672,2610.956593,3156.091182,2863.777774,4262.895371,2652.468802,2274.935516,2550.47267,2000.832563,3280.253686,3895.115557,4428.808622,3361.324592,6252.387306,4723.332493,2819.024217,5586.19026,3801.298187,4018.977143,5025.481644,2813.110878,2991.481813,3680.637546,2455.557918
202007,6706.950788,4038.047685,2646.739513,3264.542796,2826.196005,4297.068469,2779.437188,2548.375413,2782.237498,2196.798353,3358.057877,4138.883431,4377.624908,3555.300702,6296.220545,5080.268382,3133.19525,4872.02548,4061.233137,3870.443358,5177.600634,2759.153347,3045.515532,3760.964268,2589.868727
202008,7004.111528,4156.344561,2753.815801,3379.675387,3090.263474,4720.885893,2809.497725,2754.377797,2876.892684,2346.800143,3682.983549,4192.110478,4569.820082,3648.985206,6352.589029,5192.875743,3311.548534,5050.691675,4150.815518,4022.477082,5520.44928,2926.073831,3257.570618,4045.007035,2737.406803
202009,7241.883428,4272.589805,2837.615672,3425.162359,3054.812588,4469.875644,2900.909694,2710.723363,3008.290605,2417.307657,3611.058392,4238.020204,4702.164953,3742.119765,6514.737343,5279.85004,3308.087634,5162.839005,3659.897725,4022.622376,5433.335705,2756.116647,2967.280868,3907.099332,2678.608124
202010,6945.518284,4213.262111,2947.90999,3369.803048,3060.554537,4391.805857,2829.986641,2417.019548,2940.780058,2360.214228,3614.467475,4450.831697,4576.93029,3615.937992,6952.324943,5182.865118,3218.125489,5135.82794,3973.20899,4064.082696,5499.605814,2985.042503,2627.914746,4104.58302,2772.368922
202011,7206.425987,4560.094767,2909.759024,3442.955907,3243.872385,4627.540603,3035.523805,2951.04527,3185.702758,2609.10433,3972.627294,4618.166259,4871.714723,3913.385236,7125.096175,5359.441941,3346.538969,5567.610902,4552.067929,4327.912144,5476.969292,3217.105896,3424.493876,4229.533943,2817.412538
202012,7351.829919,4762.839459,3109.544501,3599.632978,3298.353828,4893.691066,3166.382242,2992.562139,3270.013469,2642.18691,4033.884956,4865.697559,4963.942391,4193.638508,7170.998488,5563.040092,3473.356859,6069.852247,4733.042022,4423.464904,5531.283812,3256.483095,3669.704897,4321.397856,2832.372349
202101,7482.392265,4929.168195,3072.860425,3837.914369,3403.614993,5134.101745,3158.934991,2996.542842,3209.860612,2710.702336,3924.8468,4559.749206,4946.993356,4216.746617,7357.165792,5668.538017,3565.986432,6165.359392,4634.575727,4485.310735,5612.662502,3451.484993,3496.207318,4189.13322,2941.00933
202102,7740.267021,4696.358805,2887.348709,3523.997762,3469.277838,4793.109949,3062.813157,3022.994725,3240.836215,2723.044747,3921.060504,4800.674448,4782.099242,3882.39823,6908.307673,5631.635732,3450.735998,6371.591621,4760.161423,4572.012369,5872.093454,3131.282658,3839.286391,4277.708477,2925.762525
202103,7047.640094,4432.661057,3167.576387,3519.867023,3419.766887,4627.99617,3181.810131,2881.863259,3371.061108,2883.688593,3831.696551,4354.495201,4919.524249,3766.694038,6650.499281,6061.525737,3637.441614,6322.913041,4488.553046,4689.992708,6078.997786,3151.931345,3042.478637,4048.93286,3104.516522
202104,7436.122874,4518.033559,3054.700487,3741.143656,3297.621443,4656.459756,3145.722261,2987.154136,3509.45383,2893.314272,3553.054545,4816.593885,4831.540687,3725.933701,7329.372015,6099.171655,3540.498409,6461.094597,5371.845736,4682.783169,5897.796411,2929.498012,3472.657944,4188.23201,3053.717574
202105,7468.268306,4987.975816,3201.811422,3932.052261,3682.312239,4952.645783,3277.266477,2980.684757,3474.407981,2979.517823,3454.03282,9260.492107,4719.797371,4017.836999,7266.108404,6235.948348,3595.920868,6202.804948,3775.277871,4355.484873,6237.73379,3307.071902,3360.089149,4401.924527,3151.131285
202106,8087.368317,4832.68757,3160.366155,4098.14502,3644.734348,5021.366737,2834.066422,3120.173189,3518.082266,2867.603333,4071.511526,4694.999338,5024.24465,4026.310817,7450.094839,5820.69109,3707.53102,6534.388203,4400.632407,4421.985121,5976.672692,3410.249792,3652.622963,4215.717325,3149.624608
202107,8645.608016,5046.231448,3253.073642,4144.762348,3716.32462,5039.80732,3405.248802,3127.110141,3603.059267,2928.207903,3918.503803,5042.714163,5182.417167,4414.317161,7817.237992,5804.679884,3682.030385,6876.915832,4074.046102,4714.785306,6326.613437,3657.157314,3464.264264,4850.300758,3322.388602
202108,7920.624668,5231.567815,3238.833738,4210.251599,3699.24334,5415.040829,3454.76244,3071.08253,3702.812211,3218.720931,4185.172365,5139.775941,5292.663083,4439.58218,7790.922035,6143.178173,3967.437914,6979.596555,4549.085458,4770.716224,6295.599047,3712.06898,3703.163257,4429.194827,3430.876267
202109,8328.129005,5300.499662,3098.111203,4029.923136,3803.172117,5005.556209,3494.682426,3331.866061,3901.091929,3102.613578,4367.46896,4896.989852,5969.078254,4478.36148,7892.109986,6312.86649,4046.357277,7375.485876,4333.777659,4668.045653,6618.295397,3838.321853,3869.608889,4738.63432,3377.479686
202110,8393.655232,5177.900767,3556.784411,4069.321186,3628.397778,5197.863531,3399.602599,3554.978346,3788.294206,3060.971718,4241.521472,5017.059465,5463.209871,4436.963895,8090.056314,6265.09785,3914.382535,6818.883061,4485.900968,4618.398104,7038.551632,3830.469471,4057.966887,4631.040029,3379.907729
202111,7708.825373,4500.936835,2871.423773,3701.609915,3653.410676,5021.656117,3469.730949,2988.369014,3996.435218,3179.883153,4070.283117,5141.627365,5075.67278,4148.918118,7460.994493,5769.211351,3825.242872,7377.711286,4037.688779,4109.969683,7471.50886,3675.244102,3687.941989,4054.298645,3588.963679
202112,8315.023331,4885.764824,2556.486737,3767.530599,3496.453309,5309.587476,3150.754597,3109.93086,3747.58867,3285.717517,3914.171251,4573.37228,5094.183155,3974.631844,6819.328937,6361.635067,3778.467252,6110.011326,4757.348994,4439.573322,7439.016704,3962.313501,3907.407257,4503.348786,3296.018748
