ymd,면적가격,강남구,강동구,강북구,강서구,관악구,광진구,구로구,금천구,노원구,도봉구,동대문구,동작구,마포구,서대문구,서초구,성동구,성북구,송파구,양천구,영등포구,용산구,은평구,종로구,중구,중랑구
201512,2197.8021978021975,3816.119756158904,2164.4645013146164,1493.1629761411034,1725.5388704126547,1786.9706199635368,2362.854305790196,1609.0415742817809,1515.654431524986,1503.2233528291424,1386.4551783465674,1712.4469611865316,2128.4817594302417,2264.5083565960763,1712.6798599396504,3347.587578176131,2276.1122428674103,1698.8545423012474,2820.6989166153594,2036.9073580868478,1926.9908143312825,2807.850376296347,1564.840796648147,2185.4679411452666,2191.50501280105,1650.685857338564
201601,2518.941535677937,3905.9613151488443,2262.5236597002445,1453.706435472563,1779.2783924872488,1718.1390590503693,2360.9784572699073,1619.9519575534632,1408.6661370845036,1536.1761934123012,1345.5269120378334,1749.7015235898584,2186.0941342887136,2275.1646055737733,1727.8841578356748,3236.0174649240134,2178.578987006467,1657.1328410623748,2797.8323829560886,1905.995498066124,1935.7836657538885,2747.325120136529,1568.6388807229025,2143.6973378698644,2151.396216408517,1557.5555993845187
201602,1833.3333333333333,4127.302360444198,2232.6312906873873,1481.8595147880176,1804.6575091814766,1793.346063505841,2231.9740226671793,1602.1076539392807,1518.583447409794,1557.0247285560756,1338.6435381894528,1747.860922056984,2278.5944114520444,2128.848846652593,1876.3720656909682,3274.1745293947165,2248.473412700919,1614.987036128784,2751.509576387368,1933.4243412284295,1942.3736485350914,2971.7848572946377,1512.2191564974655,2024.7767362996724,2110.626736536925,1537.8047433992665
201603,1995.723885155773,4313.299196677196,2289.0619625193276,1499.3395291959657,1783.0380739552634,1723.3879632304545,2179.4666761084245,1567.9992969224836,1480.325378969729,1510.5777375890384,1369.3678484507516,1733.3722615895497,2146.622938642763,2188.1893223314505,1851.859502666854,3548.803714794892,2340.0848409420714,1650.2309158742482,3054.609091970641,1885.5612756289647,1962.3593329541734,2828.087412047351,1616.0193348893024,2213.0157650606266,2152.210082591142,1528.7061224562747
201604,2364.7076783896864,4146.1280797567715,2439.434884136015,1496.7674095247448,1858.6850969100278,1825.9780116352977,2354.1141817845537,1609.0983740408117,1461.3631665137677,1533.179288874397,1381.2153285642419,1805.5490149435325,2160.701550657426,2287.0254220143765,1774.1926266805303,3595.9672258263804,2224.047345831509,1707.532227910048,3202.846544915328,2166.6924047449156,2030.0399319690187,2757.3209683674586,1650.0809570255228,1899.3126056961357,2163.3900984221455,1539.2139233029682
201605,4544.444444444444,4192.744317967249,2330.7262268690133,1550.9739393932373,1864.0115906312049,1742.6900088040197,2407.9873995172866,1708.7854589072397,1467.024506343407,1521.260753644083,1388.7050384232907,1806.7520400011967,2214.557022192124,2297.386531946942,1738.8646698899533,3701.474572522134,2327.7212314999165,1703.404428798428,3281.502564736395,2256.9766262485964,2041.6278258953644,3286.88919661763,1735.2480485209057,2163.950637352846,2185.943574310821,1530.6160201992377
201606,4475.138121546961,4272.163138230738,2310.09338948172,1614.8270517976337,1970.354941748522,1796.61692682683,2334.941490709866,1711.4452557789818,1524.2088089922609,1547.1288381546105,1380.8285854577205,1813.089768579145,2287.178440069566,2378.293567126078,1827.5141922998096,3809.893686052722,2357.6031147461913,1705.5841196050349,3151.4328652833615,2355.8896518019496,2086.1254743115583,2991.330670320495,1656.9802969475595,2035.4547468465455,2259.6611279663434,1542.8290775806183
201607,1927.2540983606557,4224.229565825432,2300.6750861473943,1642.1766853407014,1965.8065621202882,1990.5098389145787,2395.2520621504755,1668.4968777021832,1484.531799327112,1577.8257242211087,1421.1386104069281,1808.299369160526,2288.0395314602038,2462.750701025855,1833.759627512151,3693.846637557081,2341.7820613562913,1746.1908303452428,3090.4500804921922,2158.395307189535,2029.6004794733115,3056.5235860820944,1696.0793048074117,2034.8773117286219,2249.3899242402176,1565.542261318953
201608,1676.1416589002795,4444.18439111998,2306.294263175089,1617.3479277628478,1964.4206757139568,1808.0100844228375,2331.5142152636035,1672.0927298248448,1486.5941487282562,1564.777253655579,1425.5077243974936,1897.774312798191,2319.9588572924245,2534.341393396692,1834.9967055468685,3833.660820182717,2421.613483155894,1693.2852088643283,3117.363957145934,2322.7460237426535,2117.651964842925,3022.019050225058,1668.9241501105628,2128.938145050269,2275.5751796386185,1548.655035406738
201609,5509.090909090909,4399.659488578254,2223.983763870422,1659.9083299758317,2041.68410821258,1822.2419480723036,2407.6064173999594,1716.9088397300022,1484.588837409288,1612.6439855429398,1445.2601913896883,1883.3040684784712,2276.997744054047,2539.9228355694636,1928.1939181865027,3812.725793629453,2463.2717856113986,1737.19209050625,3194.9898182214374,2241.7964345567248,2144.1524878704035,2832.2204588613827,1670.263841809103,2158.2430321491756,2346.9983283865135,1567.2138119969295
201610,3925.346574066332,4257.246125594153,2283.7595999429213,1644.9141476071034,2036.231973575094,1808.9399870203358,2430.646785985957,1752.4816635894788,1536.6905929653828,1665.808073200892,1463.5028868132542,1873.4784742464815,2337.527932514299,2584.525657641508,1987.5976939866582,3858.395438168927,2541.70850681173,1786.7987736875702,3130.106604322808,2254.0967189534676,2166.638404939129,3044.9481368129873,1675.9443994015257,2186.5470150836713,2347.5744829590526,1555.3188673696231
201611,3790.4514582500997,3972.87107946831,2213.611299390514,1684.426208534342,1966.1155081014301,1871.9012344870978,2441.839018565611,1725.8114052221965,1495.1334390122943,1645.264284247499,1476.625577247817,1945.9539913572935,2349.6140199375222,2613.823796286782,1943.202632807584,3548.9124892129616,2444.81927605869,1766.356702189823,2875.1397138228426,2024.4360323154112,2172.139566080928,2921.819941292336,1773.801417099232,2245.505517743732,2409.9420064052056,1557.4182719508926
201612,3981.0470184793753,4518.208102127341,2309.220407317783,1614.4011028479017,1980.7011870661377,1850.1759637063046,2459.9056500872352,1725.266728800989,1477.1586807478259,1631.7957581411622,1461.8285575466666,1923.1329794291025,2294.169931622074,2583.8176957517744,1903.2795136907687,3476.71906354502,2366.5478995784515,1779.5403826022657,3133.3665843484914,1986.2412063137292,2101.598421303383,3229.7778303981313,1609.1969275317329,2344.3792301435396,2417.5977472717136,1595.345903894951
201701,2901.0989010989006,4643.0346721679825,2420.5039181405928,1588.5905504336183,1988.4395094050044,2163.9340465228715,2301.306032143607,1755.8348121718943,1563.4651036176301,1627.7728399889922,1436.281669892392,1905.033431062719,2320.77214022155,2567.518097216901,1984.6804322811165,3838.2487506177754,2600.947315310742,1693.5479363016466,3035.793341819247,1992.7280159727898,2090.8037825630695,2992.488002810806,1842.5521668616368,2321.8831278905004,2363.16284934285,1593.6986456515874
201702,3325.2258512856147,4846.354898798795,2338.6994999027156,1650.349001254109,2000.843880926936,1895.3839470873043,2320.186362995431,1766.8436562232173,1555.9736895577526,1629.5310090524376,1457.7892503059895,1949.1366770445363,2333.4266655019132,2563.0603410472313,1958.7031472069875,3820.9817835212593,2483.376598552187,1744.499788011094,3150.9053144856525,2092.559515235534,2192.2103148502897,3065.931138104083,1697.7323533582066,2269.0098958288663,2526.694987192129,1585.2966794005802
201703,3021.5370130634337,4622.288686522585,2323.5528444423253,1590.714583565941,2024.7887090547576,1762.2563082173895,2410.122629997657,1774.4499752804954,1549.4049612504318,1615.3946599621138,1453.7226451122617,1911.049110467168,2391.9774761124486,2562.7116256258096,1940.0113472058206,3886.4432777498114,2539.0928117281487,1803.1484723298915,3141.9200390331835,2202.545109758709,2310.664615495402,2995.0383670874094,1732.8933143648205,2312.363565140274,2513.1174205300304,1626.2139580339756
201704,4959.522282782943,4773.203772981117,2504.9018857813007,1671.7859880932942,2038.6793457335768,1769.434463961459,2497.713976660894,1747.6119810997063,1599.5445800824966,1637.5560730116963,1495.1726530289025,1935.8575392999999,2415.05654945541,2667.3395540259667,2082.238904520604,3963.5864434478676,2628.948310007557,1804.5874305779994,3268.663900028249,2463.216377933215,2273.0753929175207,3044.3910476835003,1756.4527380204877,2151.2250621029175,2429.0626607684753,1617.9186238474265
201705,2922.7218861098977,4835.947367086335,2376.356477685583,1596.4685345447995,2146.902137283185,1845.102624181929,2479.766491307507,1815.952063075178,1537.134110290438,1677.753703131963,1524.4794806878265,2008.59582705014,2412.741177203078,2735.3514159240726,2145.6637396226847,4144.055614385733,2670.6759521802614,1734.046186225918,3407.1305985272943,2671.2867407570943,2295.2515477476936,3269.360026275154,1801.8873756742662,2181.7827504195134,2458.727032629786,1575.969494786962
201706,3149.295493154792,4624.00495812565,2365.9325992925615,1756.0594770553273,2130.833210563366,1819.0769361802963,2523.718382892357,1811.5518661991962,1513.5236999014494,1718.3900237551384,1517.6135386513354,2002.477506129717,2406.4283844046727,2737.757057761489,2172.0300787498813,4165.287109523251,2588.5845354669996,1830.9704074362037,3169.780849951113,2529.356796732387,2332.0794120700357,3217.508566764631,1812.5944247639031,2261.8962496681447,2504.762740931519,1622.535709182712
201707,4780.372560496621,4911.734048713904,2556.5876705501714,1725.3652488533824,2191.812774375546,1925.8241098467468,2668.3661163170814,1836.977227738724,1551.9300713087475,1749.7348567937295,1545.0583144648924,2009.1066776373398,2488.704144593021,2812.7760687802224,2202.6020745374935,4363.374786068784,2674.506624044313,1866.8884032885376,3485.8062293185467,2687.268324776567,2357.8890869679376,3247.2172974453847,1834.9624899128637,2153.625296097246,2388.4688555211314,1650.644509255579
201708,2310.0,4564.422196465262,2473.9242572876133,1683.6456273089564,2091.034390501795,1942.9409301804478,2634.970650631174,1813.9397475754413,1619.3929795796687,1751.6584530517816,1473.688997384022,2288.955608852188,2510.9178854763345,2761.5397385604015,2233.0665900671274,3904.557774628753,2660.981269519849,1873.5665444794547,3260.384306352351,2254.1811364854148,2315.024197155735,3263.431469056613,1782.8477445526073,2269.4100410813494,2465.3989251652674,1651.042080369231
201709,3496.1742201294874,4749.410877423432,2562.6798879271314,1764.5974912546308,2240.7494524706535,2012.7209378520863,2612.5769629528054,1841.324882911466,1686.5752550826523,1772.2196156817595,1536.528431218825,2073.6666208750667,2534.16160191327,2831.01305343339,2314.1196223950133,4161.2533901003735,2884.3099461687825,1897.4483444617792,3778.4073211782265,2459.37106894349,2453.225157597332,3806.947955574896,1902.8130791022143,2459.621898675441,2713.9318748834658,1669.3147036155308
201710,6006.532542481565,4831.660720278021,2568.547429261108,1786.964992592421,2306.1940159067617,1955.6032968370744,2780.4768584056865,1877.4612474430187,1545.238584796158,1806.2850667005866,1533.4331017183576,2060.771550381374,2600.4498463384134,2849.1235221287516,2359.819620107281,4220.532392823139,2848.856577781689,1854.7530812924765,3628.267273991926,2691.81930443919,2466.4510268373533,3458.8438018536895,1901.5958280185423,2364.283503991143,2648.9762725289734,1628.1037040982849
201711,3696.459663377829,5084.431378907311,2712.0320768217352,1739.4773485672342,2354.1879790649755,1969.0099201498467,2856.8880219842954,1889.448005038887,1656.0425850030026,1826.5450303416724,1569.2017618237649,2074.4854885761765,2591.8037961231007,2872.469556965353,2324.2760462403803,4515.276722994969,2989.8698123745844,1927.8878151850963,3821.791111852014,3037.081663610157,2561.4341349405863,3801.532096873773,2019.7012411792482,2379.6338374483144,2712.2995648838723,1716.2525394420438
201712,3306.613226452906,5162.270832960841,2715.0103378702615,1953.1809383028071,2344.011048337239,2025.9484566341412,2895.4616654193314,1944.1366972743801,1745.939896754165,1876.524747039989,1603.095003541076,2158.087564192647,2681.1575154037437,2886.567046216458,2404.617958458326,4360.953952850354,3061.8698121375055,1891.6803612086217,3718.412636960448,2774.016926198051,2633.1371893504415,3622.567330780638,2047.252507084041,2390.787423484412,2700.652810741306,1741.295839795896
201801,4416.931571022252,5291.251762292672,2765.662432932774,1791.9109236719933,2351.8468745157033,2105.5429828690303,2889.0340581720616,1957.8360330031448,1676.8484067832378,1861.677322445807,1566.1219558684486,2088.0642646037422,2714.97551563548,3027.307234992871,2398.164301086188,4580.274082607037,3192.128230160056,1922.0985852340525,3819.6980834147644,2638.2152234051528,2706.505836328887,3466.0716128472955,2080.0239269187423,2443.889130479005,2763.345307854784,1678.0272776472875
201802,2624.5526330739076,5169.732855152964,2723.9363769749984,1821.1127067741659,2369.704810681343,2093.391186717175,2931.3251531865158,1957.5538916895673,1644.2231780054751,1862.5842352857367,1607.3866227046244,2070.862104088809,2802.386014224639,3056.923713972465,2322.9849871203273,4487.2926822477675,3250.7233453128706,1942.67997659733,3780.1427941063926,2393.541327723213,2605.300221779699,3479.85676351008,2056.5040459029506,2428.254232216025,2880.5283306978113,1717.4763244306341
201803,5182.926829268293,5679.4466280412,2770.367566678653,1825.416411536735,2271.533914365375,2124.529710989675,2922.7513319014943,1925.416125374093,1680.4859409037606,1844.031351482045,1593.0229567391282,2112.4961435550263,2748.723192614804,3035.9936855614783,2205.5869949812995,4277.61491894636,3160.7888128430104,1944.5063595001718,3744.038659455119,2216.621574379431,2578.0683747686417,3728.14968405556,2100.556162665266,2395.5368170266665,2821.011316069094,1700.7668509596506
201804,4554.960682616696,5470.720691994065,2968.3978543611447,1819.2668651063354,2308.0030861598952,2059.897790958357,2906.9491482831913,1912.6658301534085,1779.9282187585122,1826.2832684016578,1563.215174882924,2184.488140020027,2727.5127250855785,3122.373539942732,2303.0335248315037,4367.21169459984,3263.749642974127,1962.1761029858244,3623.3155895643285,2217.4208326882913,2677.7392797912294,4021.411399596304,2007.343646105183,2345.639707564998,2894.312410192739,1698.6914878841185
201805,2925.6649238463283,5311.540162719205,2735.5872756589342,1809.2200973826298,2380.1624903695174,2083.233604083348,2767.1358545164285,1936.6580814156368,1636.037212379258,1829.96676741007,1609.1170723037549,2189.1966625860714,2760.519955048035,3181.624253843064,2202.6365303395683,4676.272098651529,3400.403272157688,1975.7109979026384,3681.8953262387786,2361.500117198124,2740.1933849969932,3609.8799578314097,2047.7108538676428,2258.219543253251,2774.639616568396,1749.3938643648653
201806,2576.089816682747,5330.106235729403,2714.827884502491,1885.3556994568628,2351.7728764631215,2148.1683865829636,2878.6884195243683,2005.275079334716,1768.976453636775,1856.3022717501854,1639.931237637761,2364.2671265815284,2927.554523332381,3119.5391989939676,2406.5074454875776,4978.819732698147,3331.031794108686,1953.7256072811833,3906.7496105244486,2571.3054101364046,2760.8623373158925,3718.7831815012737,2017.669385598192,2510.936220501591,2879.2119098870635,1754.2566681509252
201807,5074.1642413862555,5952.111500190669,2893.6581234536043,1873.6825824907141,2475.8893510871644,2127.552161704591,3146.5396622990747,2069.687805046083,1739.0614124793585,1951.374538207569,1656.3049346295973,2377.980994795039,3028.012601093031,3485.9535080059163,2331.290619716219,5264.381967807998,3606.164438759547,2030.4922884768293,4726.106035967495,3086.1583395390794,2985.308407245917,4205.16312665925,2031.4971434781621,2489.950482366682,3036.7300381282057,1748.4847448018295
201808,6412.694898227175,6176.663980757091,3034.954592680396,1889.052744356702,2546.0591033257715,2156.526818053012,3441.0657005389303,2002.3452794118157,1728.5225556207993,1905.9551555025505,1619.0742817797552,2579.6800907150455,3179.6874126575176,3638.377892695557,2631.586968151267,5637.843071476649,3715.2929970242762,2031.6049058315784,4272.872169154485,3166.272040763195,2977.2237624614427,4263.900105400409,1993.5247291331525,2546.16476195171,3034.2539143972112,1814.5959794263401
201809,2820.1530612244896,5857.967328302494,3071.6850017050288,1938.6243843814416,2600.7250131298565,2266.547401375571,3509.157573892696,1988.5576682804417,1637.461973606961,1969.9694691619902,1683.9681786514639,2572.1857863992973,3248.2720797275756,3538.252360177284,2611.7802989507054,5256.700672027669,3912.6366992561216,2167.806834281729,4333.561020739758,2749.395733754263,3170.197193804274,4405.67315312309,2019.5267206792525,2411.18918297719,3173.6647683597557,1934.7135702882845
201810,4081.272084805653,5714.136578857616,2912.363776442387,1975.1639982587083,2546.527655557697,2424.6201581124833,3344.731652188305,2005.9828080975276,1762.9607057744947,2112.9847188254594,1743.3175484914036,2446.1044044512228,3161.1841159978385,3617.076670775899,2448.2321605603333,4600.9428907552365,3815.9003323943857,2244.6672677794713,3578.257519078644,2582.981585042662,3049.84057272369,4591.550767972557,1998.2834181211642,2449.2358385674333,3015.3901360436407,1974.784694872364
201811,3403.2121724429417,5608.432411844563,2904.0926347392433,2064.935912286532,2502.5418855216453,2347.887869126536,3359.820557892734,2104.8375037653373,1773.178150056399,2058.0647950397224,1699.1143443321062,2391.294589798132,3125.8367747334687,3271.633630754504,2326.401468181604,5183.59820799537,3515.93588035719,2135.7592841843384,3812.2282124338153,2597.3353469339236,2942.9228587593952,4843.839784830292,2006.1171554603686,2371.8302568398467,2987.396963467223,1913.4471412080115
201812,2905.66037735849,4941.371084163346,2748.589885876463,1956.8315473542393,2252.60979737229,2391.9785832529346,3043.6950271661594,2040.9578091196818,1955.3863965513572,2059.4908658726986,1733.2335603977838,2535.0890346829838,3114.7600704744946,3286.746423292014,2732.988457034134,4450.61052166941,4038.8631457907604,2268.3581997829574,3855.9463144992433,2495.465941764291,2898.1297936453884,4356.991360584506,2036.85948189404,2400.062906387134,2991.2308595491436,1973.2473869382798
201901,7307.989128611213,5746.6977726986,3378.317015690128,1837.7434146199773,2450.4301246530445,2216.424800201188,2792.258827522299,1999.2309812067529,1823.638143830015,1976.670277302692,1721.474996143179,2583.066138684491,2960.851391467563,3647.3536144833415,2422.64988285633,4261.265072640948,3744.8137190295283,2213.1075295415276,4195.216884859239,2829.8733143323207,2985.469429686941,5059.9354007947295,2136.0021535748524,2682.2466567110882,2936.953283454906,1890.3189124379076
201902,2722.6715969493875,5723.338469704608,3005.663132618613,2088.2390177715242,2469.5995810401046,2379.4770918944173,3069.075696578417,1987.740851315296,1711.6573831801893,2022.7095045823307,1727.086370267935,2585.6580062468065,2873.6873287342905,3838.873171177534,2486.1489800343643,4975.9816370379785,3978.9386509931846,2188.6260079276817,4455.212787156222,2771.5599623121493,2953.0670856084125,4984.275166333391,2142.840315580078,2695.66433578426,2948.262322221622,2007.834288200551
201903,3481.0126582278476,6248.78047459854,2897.7458337810945,1930.8247360368325,2463.6513075806,2299.0822388503966,3092.4517558174657,2047.0926080324289,1824.2110454524936,2017.0883975720685,1711.5823376254905,2574.337080251835,2839.2863972638074,3816.844452844503,2573.307598141535,5569.980911667302,3516.548172524505,2211.0580580787355,5043.339588639893,2901.6006017585887,3046.448022729178,4431.142297835721,2147.891183578928,2531.9472866625947,2981.409441341344,1946.522592557695
201904,6679.558011049724,6388.559173742182,3102.409403406835,1971.5445372304675,2497.4047139193053,2335.498871605629,3314.3305903440387,2019.9929426268568,1755.7225824806458,2033.1635621035505,1752.4666564876832,2674.9184224296946,3305.154597518834,3613.98285098886,2593.032534902086,5478.075030018424,3813.4621546231374,2222.958168849065,4679.537372127038,3128.2342287869783,3375.5635870645656,4565.446668829469,2106.0468314381183,2632.431764855585,3288.429103262543,2066.1452707566
201905,7280.307351608898,6679.521866506903,3292.9793873981657,2043.626551403038,2682.218093600105,2254.275136801225,3408.6014641586276,2218.5736089808847,2170.331825200617,2122.9810401292007,1770.5602373749393,2574.6203637068884,3370.3115876356032,3815.7308896825643,2730.6348531656668,5782.132360847111,3766.1075395803487,2320.897335515602,4860.407266357509,3508.417064327584,3322.1653405225097,5092.191447103562,2195.93579865188,2648.2769756418434,3119.0579870070605,2078.0885754166893
201906,7321.100917431192,6667.656436716719,3346.1467939771696,1984.3096295303233,2713.0848409130967,2564.708408314789,3524.4808608899516,2184.9756411738026,2034.4570151490555,2244.8053768522377,1828.2046451518618,2809.580831143222,3454.446369764825,3968.032680428465,3008.7108709243394,5987.348544157283,4104.538596715273,2314.7031587447773,4786.492115054866,3834.252696293626,3635.174868803232,4786.585817468891,2180.6389621168355,3002.3559791071684,3202.715489279202,1984.9042863967336
201907,5022.483569699065,6693.3117494102635,3304.647253226617,2029.9031044951441,2936.4212555579647,2565.445905352313,3634.957291701441,2378.0819361675417,2063.1999677995777,2189.8568814293535,1863.3615755157375,2785.1822779012623,3591.229941898921,4025.2388408844254,3265.3403785270625,5783.30766835858,4199.3230766836805,2467.153943776592,4789.7910987762325,3412.1054854312024,3386.6623672339974,4848.1213300527415,2213.7441384139147,3001.8853850944174,3379.7679378818298,2078.9438375852155
201908,3106.9789337413204,7119.320149544749,3474.106165582026,2107.9306599844112,2745.0949082630837,2595.5051819267715,3681.6247946572857,2481.3155539062222,2217.7162950990005,2215.3565153962245,1869.0629834636668,2882.8833703511086,3528.07852963099,4050.7322349349256,3084.541031501802,5895.608103032404,4125.549944174036,2453.61854387436,4776.518102420414,3156.694795014117,3317.5718778240753,4842.5050811774245,2380.983838742065,2731.9944718044185,3424.069096500522,2115.971052942976
201909,3451.9867549668875,7225.528847069095,3438.6319701750776,2398.437796697536,2745.915362255139,2510.403127831959,3664.2128294956824,2371.3218772939426,2131.2139233188723,2198.8895551129717,1874.5340733519076,2905.890971269097,3460.7319564260965,3937.574963054867,3136.3422240384443,6140.776278614737,3964.7342281416963,2424.945576625882,4872.506130302599,3470.148542675459,3452.16812679522,4797.390819120934,2559.437240509442,3043.922664852231,3494.626917915967,2138.1069403026527
201910,8816.928502725234,6835.139851867418,3374.7477777170893,2414.400632410364,2926.5377768651833,2628.623000137939,3855.5072131017205,2497.9621771304787,2098.5387785880826,2241.3593356170636,1924.1843462204415,2815.509459044001,3645.68670130216,4102.3440298546175,2920.8276205180377,6084.545193652649,4206.164682124366,2480.4906214014886,4752.982344110173,3574.7194938829057,3536.3611631611466,4755.706737841431,2586.772139247969,3143.0100062823635,3453.618950751345,2149.0864226048143
201911,8740.490278951816,6944.514699109163,3494.9089946424224,2382.959013752729,3028.1916563968175,2612.3918036993246,3942.5039913698997,2519.8067894869387,2148.072216623795,2339.534128378045,2008.9581593503053,2838.05766863742,3711.7529419168513,4222.888444665313,3233.7262657002157,5956.007156634228,4166.493032905952,2599.7344781366273,4988.0497673996915,3608.076274559704,3468.926133917457,4730.91770615173,2585.0503630279986,3100.6848501931568,3507.087402103611,2199.8007246940115
201912,4459.963809092965,6970.939765237571,3429.4570841399222,2249.7802810267513,2952.657645149247,2620.2668460406126,3825.584465268479,2460.331645983185,2136.976252474014,2443.8808525851805,2058.2431450292274,2889.412692928764,3630.6911862085826,4053.217934607204,3277.0593069643814,5946.776164764055,4213.828912780005,2586.800597417971,4838.766603408102,3367.5461344470427,3451.4565046862517,4574.402272463584,2585.46497587541,2844.808936972527,3676.4230691801217,2547.819245592951
202001,2777.4999999999995,6159.570351375955,3358.265751922138,2266.2663618728616,2857.1928986693288,2651.371662200342,3766.662828295032,2433.506996467502,2220.2919940784655,2431.247327627345,2049.756633048351,2800.59455585494,3534.6900615175596,3812.6280317927813,3070.839157158804,4685.323076691218,4286.224387633848,2499.8716387487652,4626.765375967239,3030.8391567185963,3437.7932501010737,4656.758048402575,2559.607689359243,2726.688762009714,3273.8670466473864,2170.2641802933335
202002,9245.713518773278,7144.597201102325,3353.2850060435308,2214.843767763698,3024.6214998585365,2671.6465072583846,3765.5157544348563,2379.276324679725,2160.4431258800537,2377.609770102872,2020.4501799588181,2915.735759131497,3693.0203367233153,3928.1429734254716,2987.490181861844,5324.652661333426,4363.426740675976,2628.5756620786156,4941.523853966774,3051.4129280648476,3518.408159533749,4756.885107868944,2414.7845422482087,2846.4542865825356,3618.333482094308,2282.0220970853143
202003,3918.7966523410987,6644.644194884633,3362.296379536987,2281.5755496074676,2862.008633213223,2619.846587328732,3642.6408305746463,2320.0578741409204,2241.755935890934,2386.6962547567055,1969.1252873587584,2902.675623983442,3622.2850720671354,4009.722533621381,2938.794244537353,5343.470125118489,4391.028142913559,2604.2798071023585,4630.163223845883,3020.1381516727793,3598.0063898499125,4814.519160360198,2386.4276980955747,2765.050231297907,3339.5585944161103,2312.887316806849
202004,8222.22222222222,6843.668821604236,3368.4704368747957,2165.172352787224,2663.360182921695,2555.8599293776742,3491.8811570653206,2400.845205907708,2054.1071428795835,2360.909687598618,1935.028102967559,3093.35359907347,3339.586242420108,3813.0469710415896,2749.1089007744367,6088.245329438227,4281.956785557937,2571.449305558615,5300.101596751951,3347.2749044938205,3562.0913803352987,4590.974872755747,2286.584626736723,2603.912952035997,3502.8395004221156,2313.799264705441
202005,2650.7638953978817,6381.474535797062,3629.638039348032,2363.7709483708463,3013.4059391718033,2678.8771140537297,3627.5973001119337,2408.225227732191,2146.6071570942117,2434.191026690671,1913.2468921335417,2904.53910258131,3756.533666517456,3866.9817141636177,2982.345015214175,6290.985145641136,4267.9819901033925,2581.490893362957,5357.337969580512,3488.600377483667,3704.384610749421,4897.598740448904,2419.5764819565684,2923.6076533905284,3600.702570430975,2488.9395566948956
202006,9229.625433689727,7050.228027765403,3903.854671598668,2610.9565925701254,3156.0911819654652,2863.7777735070486,4262.895371493126,2652.4688024717443,2274.9355157455875,2550.4726702189887,2000.8325626009819,3280.2536862341994,3895.1155571626305,4428.808622128042,3361.3245920988006,6252.387305987033,4723.332493375484,2819.024217062218,5586.190259555106,3801.2981874820193,4018.9771431767977,5025.4816442886795,2813.11087767773,2991.481813294942,3680.637546380293,2455.557918076332
202007,4353.856562922869,6706.950787903978,4038.047684607725,2646.739512582744,3264.5427960118855,2826.196005251869,4297.068469088142,2779.4371877757308,2548.375412670209,2782.237498092353,2196.798353028935,3358.0578765547216,4138.883430795794,4377.62490816719,3555.3007022687016,6296.220545463957,5080.268382180669,3133.1952496098797,4872.025480104039,4061.233137490501,3870.4433580998225,5177.600634097728,2759.153346665242,3045.515531972811,3760.9642681813407,2589.8687273911005
202008,7491.93791116653,7004.111528285905,4156.3445611774605,2753.8158014095206,3379.6753873279536,3090.2634743816852,4720.8858931284585,2809.4977251083487,2754.377796557485,2876.892683786914,2346.8001426070746,3682.9835490722794,4192.110477955242,4569.820081675567,3648.9852055547767,6352.589028579649,5192.875743155579,3311.548533721236,5050.691674992715,4150.81551783572,4022.477082460556,5520.449280338113,2926.073831327905,3257.570617565469,4045.0070351249287,2737.406803010821
202009,5599.198396793587,7241.883427799531,4272.589804774407,2837.6156721872667,3425.162358512887,3054.812587961573,4469.875644266942,2900.9096937709737,2710.723362967959,3008.290605224706,2417.3076567933663,3611.0583918885195,4238.020203691754,4702.164952749679,3742.119765157523,6514.737343061083,5279.850039595985,3308.0876343738587,5162.839004564563,3659.8977252863574,4022.6223763279654,5433.335704717912,2756.116646846486,2967.280868315855,3907.099331661507,2678.6081241503325
202010,3082.5407608695646,6945.518284014775,4213.262111422329,2947.909989856794,3369.8030483715656,3060.5545374273474,4391.80585731964,2829.986640620291,2417.0195475480637,2940.7800577058015,2360.214227903398,3614.467474669167,4450.831696950516,4576.93028995542,3615.937991645134,6952.324942904358,5182.865117503475,3218.1254888920653,5135.82793992651,3973.208990069331,4064.082696156872,5499.605814132031,2985.0425025999402,2627.9147459267447,4104.583020145607,2772.3689218296017
202011,10166.666666666666,7206.425987264148,4560.0947669731295,2909.7590238234393,3442.955907012816,3243.872385333174,4627.540603368413,3035.5238049121062,2951.045270212185,3185.702757566672,2609.104329655561,3972.627293854907,4618.16625877091,4871.714722998643,3913.38523588311,7125.096175342059,5359.441940695805,3346.538969232227,5567.610902000068,4552.067928753047,4327.912143672146,5476.969292241157,3217.105896289238,3424.4938758942667,4229.533943349013,2817.4125382559514
202012,4042.7202764253175,7351.829919457651,4762.839458820459,3109.5445012745827,3599.632978109478,3298.3538276903755,4893.69106625546,3166.382242247631,2992.562138527607,3270.0134687512214,2642.1869099863725,4033.8849564857064,4865.69755907921,4963.942391280348,4193.638507971107,7170.998488398386,5563.040092248329,3473.356859321008,6069.852247416051,4733.042022324396,4423.464903830357,5531.283812330971,3256.4830952321854,3669.704897434395,4321.397855542389,2832.3723486135714
