ymd,면적가격,강남구,강동구,강북구,강서구,관악구,광진구,구로구,금천구,노원구,도봉구,동대문구,동작구,마포구,서대문구,서초구,성동구,성북구,송파구,양천구,영등포구,용산구,은평구,종로구,중구,중랑구
201301,4447.458866544789,3442.7599550478094,1904.7989813062995,1300.0879777092505,1475.2149513650213,1901.096029000487,2008.5881983944123,1448.1826318020708,1111.6568666749704,1307.412657258584,1166.3989424597103,1351.5511403789128,1894.3403355079083,2623.301861218828,1463.7217490070127,3004.0371285437695,1817.6566389931106,1407.6829128542454,2717.8643276308385,1853.324922748313,1878.9118990806217,2224.8011250251875,1449.560169003145,1930.8811368269655,1838.5520145151454,1301.8587536603736
201302,3169.2737945234944,3299.4039302178453,1992.3358659134674,1299.3074409112571,1485.9663733671828,1659.5559878989818,2054.4200246719524,1403.9211303453876,1144.4595830500568,1324.5645698342714,1198.3652366400493,1400.0838406726975,1924.7170898306629,2331.228432138953,1552.6295294460206,2720.503419273397,1824.415368484603,1463.3361265021938,2873.5064139804103,1814.5554407549166,1757.819148479925,2310.4483687080497,1497.8206768307305,1883.3299314467067,1892.5420093611224,1343.6219192852377
201303,3570.949233298661,3277.982686362143,1947.6213981765684,1341.8611561423659,1509.2692691578045,1614.5541815933198,2040.0176729314444,1443.2743733697398,1145.7797573442217,1322.1695972587052,1165.2642948499624,1464.6362084609596,1910.3147855543332,2318.614634425259,1488.0215444705573,2925.6895921930914,1873.5612725763729,1414.230483593204,2742.514419905771,1870.4962821694942,1853.2520125058713,2263.546502850703,1409.5183791768382,1849.878650007574,1892.9724971521364,1311.8103235666417
201304,3626.3127873032918,3323.818208505315,1933.49919165031,1372.1490717940408,1479.4081802181424,1586.2329360482966,2083.735330108371,1432.583474607496,1188.248331064527,1318.8952332436036,1168.1166275050512,1485.1064707644996,1977.069270677039,2151.8932458628465,1410.637906754493,2920.068881278418,1904.1331454581095,1432.899203017183,2940.2419347608347,1925.8819352635467,1732.3801300590462,2158.3161618827526,1450.2693227981977,1745.30219051936,1780.7321856277936,1301.1973337542527
201305,3412.3309822081574,3197.745772364236,1821.5448492376725,1366.4321168070458,1481.1740355779089,1534.9900180928726,2069.36521450035,1482.6989502841334,1181.3800702939134,1446.8900811029778,1176.3043988124352,1461.2130600370701,1910.7023351000923,2122.84296829089,1589.5858181736185,2981.0712906178646,1944.8960915554553,1450.4874654186112,2766.7976527944165,1894.2122863978425,1748.5087369531545,2329.7197322518746,1447.9077657300727,1734.1925419674976,2008.8914157754766,1306.4882931616612
201306,5453.925811437403,3393.4081485416464,1806.9402693120228,1346.325590054977,1486.9223320657006,1467.9775006057387,2033.6970092828517,1401.2650650016562,1132.57598083798,1324.4202652018764,1166.3359795142253,1474.6423831347379,1871.0304177847268,2152.311511442342,1478.594322731788,2827.7964035057967,1786.4710145534714,1410.2120922619574,2652.5766869834733,1812.9922299755024,1707.4995407514336,2209.4454037158494,1403.4084327940068,1798.8201428846528,2028.892701766263,1321.6980652174966
201307,2643.8560885608854,3232.144844725917,1800.1805305997304,1295.2113756430906,1457.0321200800395,1779.4775300243807,2026.9396056554672,1449.2051081671968,1150.5395757217216,1307.1592489577033,1159.6242997360077,1497.9699965401694,1906.3622340608886,2189.356966137629,1454.5571577096264,2812.071186711229,1851.5639507163735,1376.4881868127059,2621.64981099707,1598.7648975497875,1864.4948174695505,2376.1745299560725,1406.1593136322763,1960.7828854483182,1946.4016533523861,1315.8923466446008
201308,1912.2516556291391,3363.3420188419714,1844.709918817504,1306.064190900371,1493.9562612692635,1514.0992021185878,2014.9469056823632,1478.9722744115097,1156.348779792585,1332.4945494260414,1185.3755061278403,1559.3650428480264,1828.4097788007866,1994.8223836077607,1453.997752256666,3011.2564230709795,1912.3830325855713,1435.709773979149,2942.7645276206495,1742.0771930155477,1702.7432716221397,2355.899256053399,1335.6298124630025,1855.1350810501183,1875.7129419292542,1319.32361085155
201309,3764.721672314867,3366.2983358744027,1920.2629242054077,1359.4970965383545,1513.1126858375476,1532.8729594073232,2052.087838871149,1519.186702101971,1191.1261311985295,1362.5361392207144,1207.7156303320137,1472.63237991263,1953.050793396013,2018.6589519833776,1490.244369886978,2819.251903124632,1957.9566567244578,1460.3326582926672,2767.801959882716,1905.8393753176485,1706.5976582182143,2301.8473208557534,1415.7164263305585,1844.5913573429712,2034.8921492932325,1340.0987991608333
201310,2645.9515701853948,3319.1324918765245,1860.115920579309,1383.9042086023137,1544.5220050553762,1509.3119443541964,2033.8319104396387,1446.1713628727061,1271.0600141799616,1375.183144004413,1205.9016850534388,1505.8583627449727,1948.8821433790063,2016.8807833411531,1450.0418469269384,2838.980713780377,2010.2417969548612,1469.7852087906044,2815.195152583686,1872.507868678383,1778.0760133856807,2306.69801530474,1454.461560759305,1821.9729374793037,2053.3790367065353,1340.859061146975
201311,2326.624293785311,3281.6602414402705,1889.2717367125947,1349.9313523897874,1554.5745906518937,1542.1618703891297,2053.592301819352,1467.175692817635,1252.1258357402726,1362.3333786640837,1220.5041567028527,1505.4279402474733,1957.1710067046026,1956.2340396488871,1456.0814202587687,2873.3772095218287,1931.2530652756946,1466.750836769945,2914.542794778481,1838.9807850579168,1715.5417719025668,2319.8636278084896,1312.570106653186,1776.0837635601135,2134.2987199823647,1307.7646821422593
201312,2053.4721400686144,3518.320873823862,1988.0203148545402,1321.0564735705277,1494.8795486881988,1497.2470709792235,2090.211550508152,1484.56134464221,1843.1761661992366,1414.3539450143169,1219.0413035405631,1488.295884906706,1912.7901311114329,2013.6023494339977,1470.9293958022454,2933.5079927821353,2059.119802979529,1470.6142945568588,2860.6396654182286,1877.3970499942359,1829.4998885000798,2512.417345171234,1505.4157674962437,1835.568439371209,2085.8638591530507,1296.2415855633335
201401,1764.3414410279945,3416.3139455874093,1943.2203864040941,1413.2033670821422,1514.8840963157868,1584.298273550923,2084.445198510268,1477.5137000155837,1238.0751153571912,1384.271760505354,1237.3304489926838,1587.2894636974665,1927.7827569384592,2014.2348177380425,1491.913119251106,3044.5371332556897,1982.6834038937561,1487.2426787174913,2844.20077032523,1926.29523317761,1771.0476139211696,2393.9118639843114,1364.4348906122866,1866.5223280009468,2044.981606462702,1357.228285769123
201402,3958.494111331074,3419.6102124779086,1959.1601535962855,1413.2967410257222,1572.71211075029,1546.4628087271485,2206.742922835131,1435.7906602809458,1227.6982688513256,1385.7420225129442,1233.3425390456928,1485.4746544178033,1936.4430031888974,2028.2909517725775,1524.2408608507021,2972.5028250172136,2074.4265178457713,1462.4039985058441,2784.1589704174103,1910.4933865492562,2126.3886058554535,3237.533296305744,1389.1466755410065,1819.5331109793747,2012.7049197775711,1386.6862978590368
201403,2495.588605999496,3328.289712442511,1900.3455257613223,1310.8842232120114,1521.3643281502027,1549.4246338587195,2122.5409266148845,1416.2953134855056,1244.3103297520777,1355.6187377897677,1228.3947500904458,1498.2921522434547,1904.5928051916815,2008.4263134679832,1459.9611238633254,2911.8300015758277,2014.3694399010537,1501.0746262324024,2694.038812908107,1827.2129210019552,1777.0107609111622,2487.225101866146,1424.49951111276,1830.9403728648015,1950.6636230347142,1340.2793234763446
201404,2372.417982989064,3376.8401705202996,1940.1630632031486,1379.99318012227,1530.8578177307916,1542.34276867297,2058.437313740275,1539.6565532453592,1239.07692251655,1384.0940831799153,1228.0342006025091,1531.212756834571,1947.4892998046003,1982.0825021301503,1510.6409824490504,2844.667681071849,1994.0594696450496,1519.2827963181367,2786.014449368806,1846.1422105012534,1780.870099430623,2851.5847715065343,1393.2611793857382,2036.8414089011105,2006.4169259986486,1344.0852097481793
201405,3728.3747204895844,3426.105145153601,1942.832358728907,1422.513153873877,1486.631182778557,1617.2164415435493,2142.944903733708,1506.514812948833,1243.7252669051009,1379.2399573979235,1181.5074687743686,1586.1631167623098,1894.7489575317388,2014.5117584373047,1531.8038610811834,2896.8689778223384,1959.434763691719,1534.9033552900712,2668.172428481079,1848.7714985158796,1722.9238139139818,2325.4430833056263,1449.3588337109607,1868.823111197727,1977.647812631749,1335.2107216648114
201406,2461.605967529618,3451.3758867735373,1955.1210224147653,1387.1883447681641,1492.9988385260692,1783.478117318726,2071.1638023601713,1492.7771107805968,1228.0914928163043,1368.3667457838926,1209.3369558036334,1559.1916508690201,1930.4912986939175,1961.8266324490105,1525.7463184671458,2972.5469711250244,1920.7500178657235,1516.6996077211672,2709.1973430659955,1870.466868597351,1759.064559085335,2360.0192203589872,1388.7441745129427,1937.5462666376682,1984.8519182868356,1309.01880098981
201407,2523.6427320490366,3470.1016416221614,1995.8940045061634,1399.701751729631,1508.9898010977874,1582.6511890227653,2146.78053496252,1577.8457294636623,1280.775804315806,1371.3286989366334,1232.9666801950268,1538.0584096827602,1940.5305563194975,2097.255338967677,1596.854872554381,3043.7055961285723,1988.204881684262,1517.5235619438922,2719.433372720898,1867.825680174916,1831.0697011925313,2365.7535766061164,1419.4508771666742,2097.184158152662,2037.0361916873355,1316.385146201869
201408,4257.343960217877,3512.5803412201703,1953.0457825065155,1382.4209303575408,1589.5425307505209,1584.6201249472492,2160.9385880600666,1492.5502316264642,1436.5643462625221,1403.098969662499,1232.4297929996658,1650.0922184552937,1977.593771759379,2089.7869092243136,1600.9535826048295,3101.06951384271,2111.983828599246,1485.3317026739733,2766.1622987487144,1954.2459387911967,1791.974884537164,2471.8684516975563,1424.3322959615787,1908.172774806986,2055.556143353901,1366.530111845596
201409,3632.4547448080148,3433.4970833048237,1973.6374310467634,1432.6140883101136,1535.9496782714482,1550.8900652325485,2142.6265523982033,1495.286928603111,1730.4910284405316,1386.5342841090114,1239.181063255199,1579.466880466965,2000.0607676633438,2060.4608685316102,1632.1056128645703,3094.9247570897246,2068.3597507635413,1497.3342046914986,2788.571485461332,2075.8533982716485,1840.5264218809907,2421.762573882059,1419.6509164638653,1906.5263608767943,1985.0565485901668,1365.386225289576
201410,3692.1576686762523,3371.747874216561,1940.1454404532508,1424.104820901215,1582.503352708314,1619.554899376377,2244.828280976764,1468.2538461933555,1546.391513954188,1394.9715044734176,1226.335777641065,1573.2693051341932,1944.8019730800006,2016.3290263161832,1748.8591023610866,3067.8719920398175,2091.6993206207453,1521.664875289987,2775.1571394291423,1882.7382321593136,1926.9209921178044,2549.917305211478,1471.4281957738463,2002.4244604854669,2015.4649242995633,1355.3153462681244
201411,4096.902996342649,3437.717552667036,1931.015954073751,1374.6112000548437,1569.6896680934678,1608.3002888396823,2240.7153945453333,1454.642769434778,1631.6350229111727,1421.260459735363,1257.9805587328408,1583.0280073247782,1934.0101154778954,2034.790527750102,1627.7516918141555,3003.6542837230836,2078.251633493536,1483.8707121579218,2567.3509931968047,1798.5979778997848,1880.1746143694552,2385.677443453016,1662.594814629304,1874.1351928823565,1989.5878160616603,1412.3502013059613
201412,1732.4350336862365,3552.631960042823,2122.1843934427243,1378.8579876612207,1575.1869137989056,1683.6820244688377,2226.950288408727,1529.6762998464997,1498.2490599351538,1437.8282231182625,1241.9990481005257,1596.8772897313183,1952.798721730294,2073.199465902614,1608.049201922008,3104.1430977915475,2104.760318623256,1540.3525615904007,2699.592482501039,1817.6685998474084,1979.1779526161913,2406.5835059854735,1664.8457451341046,1940.377884951774,2067.837845082919,1395.9280545081538
201501,2575.7171447631754,3570.523872462332,1980.8930621747231,1488.6165460324971,1545.9067084991384,1644.5275391402636,2244.7439601969577,1479.6185754179885,1764.4502840046564,1413.5816080423735,1248.1064308058847,1576.2448580447183,1981.1376329468592,2070.182896065119,1640.3733352847432,3178.496517554385,2042.5697928887062,1510.7531004783818,2708.2221599312584,1807.1889780040538,1842.8689517825717,2682.042669218997,1539.2995907292848,1810.1014945547042,2149.0362971029476,1387.4327221218898
201502,2386.1354797865606,3616.0329019407495,2028.770534888984,1511.4320745390528,1598.7022143973886,1621.1190726955206,2194.239662659558,1518.2445746710312,1805.6862699349217,1419.183055856205,1312.6924407003867,1551.6678059957117,1992.4664693092516,2132.126532070644,1625.6830817894192,3127.399507435383,2057.154902826282,1551.6205678060267,2742.4875324074783,1865.2573919295874,1782.1033143012485,2649.908506171991,1520.862462580541,1899.2438027715546,2056.2273142012314,1369.543068103902
201503,4058.4912321996,3646.3844495082885,2073.657168533172,1491.5181235687428,1580.1504676210172,1682.4457746522646,2217.2767989826693,1489.4139341946234,1531.8069769285894,1432.2809190208236,1270.605127434629,1557.7012125842543,1992.6272042792932,2105.757885958385,1611.5391056749295,3248.8240685330943,2118.7112490732216,1569.4333217857911,2783.1537430197804,1918.7555339719702,1854.7867203481708,2543.8178033357194,1551.0965577554541,2042.6928274104762,2088.0481386279625,1367.5016156933962
201504,2119.780842622331,3747.290810853512,2144.931749197321,1546.5763410544666,1642.284234346862,1661.4244953835187,2173.6081843814068,1519.2910277258163,1381.2973579686432,1440.6617315924943,1261.3186332614266,1600.0472802702234,1995.4560905829642,2107.295912794197,1637.5285989189422,3193.8905381395193,2301.3811057020966,1567.6054212825866,2831.7429548928103,1915.396917084053,1902.2132762005522,2618.912674669745,1513.7732948009548,1964.2374912716018,2058.027638295875,1392.5394865193641
201505,3430.370712456442,3887.325524019131,2053.8261594221312,1582.0795127600363,1623.0548275777262,1608.7541529494997,2276.8460001450117,1491.1059438771558,1482.9222482098342,1445.3398745046684,1295.3635526946675,1608.931661412479,1987.8479365578542,2174.7038734851744,1629.6265895307133,3214.8028929824827,2192.703259700525,1566.3124118202152,2930.593707284783,1882.0383663115304,1838.5665107705188,2611.449003125261,1522.6631859685353,2048.5150864860807,2153.194995134265,1397.3085335948838
201506,3503.009027081244,3732.750152692552,2125.285287563214,1518.441263983667,1627.2156732526862,1630.2076759805798,2268.7427428846245,1531.6818393168553,1345.6831360086005,1440.4787417636635,1296.9058946877888,1601.9669931489834,2075.5674654288355,2197.5699168662973,1712.7730852160823,3302.5943379430464,2119.5695763333633,1578.433351921826,2846.003593410358,2040.187136883787,1805.1401853282791,2594.251054698531,1532.780749041586,1865.8515471544601,2055.5356121388463,1424.2764806374191
201507,2044.8540513336686,3935.859185227883,2137.599821195165,1567.2759109609838,1668.3238906340111,1636.7251320304592,2391.17922383854,1517.0752640765213,1380.1382624473563,1462.4921339704688,1288.1605165585422,1647.8486704324725,2069.0258725277135,2205.0653494636435,1714.1380135083002,3311.994694901034,2171.2777910088353,1562.8983125305172,2863.87442006989,1972.8152603567291,1892.9188924868863,2698.324000026749,1517.9251601878364,2038.4252597497616,2046.5419242854991,1433.438856734711
201508,2018.953934740883,3724.057095188134,2166.108374345956,1590.6823860399718,1717.1439729624576,1624.896384242505,2245.6043924172513,1568.4665268340186,1405.2182704055251,1458.4333332594804,1319.8526409056205,1683.0532163741636,2088.1598337953146,2165.676951275717,1715.3783495901241,3188.680975168828,2207.2501092365223,1623.0719172462013,2865.7862363390173,1920.8577267807052,1922.6913491693865,2775.720531834431,1622.4543584436963,1915.252000052447,2095.174392960406,1474.1300047948591
201509,4407.021669746346,3875.4722087026416,2202.4527103811793,1599.2205833459034,1841.255934173211,1659.5495300827397,2316.987507247523,1608.4701819184527,1399.2401558755898,1500.2305327087183,1307.464694226117,1665.026291696213,2605.268948684261,2223.50575230817,1628.3307003982545,3357.0737422731777,2167.9161654842133,1635.9877210736718,2997.2742288158925,2018.885424763956,1891.6157186041403,2687.8682396274708,1541.826198198244,1943.4576846994241,2150.3851237695085,1493.0235915689655
201510,2372.5129576993813,3916.0256262291455,2221.5544254729293,1618.3724824188357,1820.4669039814914,1720.429584362283,2332.0988433957255,1572.4948423568185,1482.872710556667,1514.553490493905,1340.3870221770258,1722.3579933330343,2202.774039007601,2341.7488248376944,1743.2550843080496,3354.365686697657,2205.095570313487,1655.3094488226823,3055.28212131391,2132.441829501505,1931.4660012603686,2755.355655783344,1548.6737033315437,1945.5686835355193,2182.9481363942386,1739.6083249243518
201511,4909.090909090909,4005.341439854882,2180.5451558621485,1511.9758995761565,1786.3804047465856,1729.2055219876108,2389.319870128156,1582.207762868227,1518.684948315933,1515.6769827524927,1375.4012466475679,1737.3888675830528,2150.2770058899905,2343.586353371163,1714.6522702293232,3430.1112610834152,2339.9092351224285,1636.4530557139267,3080.6772907059303,2239.0775564969244,1936.7254499502587,3006.996549954786,1564.5057304676918,2054.5610992926877,2196.6386520034985,1658.0215547769178
